row_names	input	filtered	denoisedF	denoisedR	merged	nosingletons	nochimeras	percent_singletons	percent_chimeras	percent_retained_of_total
ED20_33_05	26123	19506	19463	19467	19209	19209	17991	0	6.3407777604248	68.8703441411783
ED22_15A_01	40766	29258	29225	29202	28248	28199	27246	0.17346360804305	3.37955246639952	66.835107687779
ED25_32_01	47787	35504	35410	35350	34106	33885	31717	0.647979827596316	6.39811125866902	66.3716073409086
ED3_25B_02	43744	31702	31621	31389	27994	27787	24918	0.739444166607129	10.3249721092597	56.9632406730066
ED4_10_05	39457	22923	22887	22848	22464	22451	20712	0.0578703703703667	7.74575742728609	52.4925868667157
ED5_06_01	45668	33655	33555	33529	28257	27907	21830	1.23863113564781	21.7758985200846	47.8015240430936
ED5_10_04	36706	21591	21527	21550	20300	20297	17922	0.0147783251231601	11.7012366359561	48.8258050454967
ED5_12_01	37442	29956	29917	29903	28742	28669	28346	0.253983717208257	1.12665248177474	75.7064259387853
ED5_13_02	40839	28749	28699	28527	26673	26659	23398	0.052487534210627	12.2322667766983	57.2932735865227
ED5_13_03	44837	34470	34376	34383	32830	32699	31389	0.39902528175449	4.00623872289673	70.0069139326895
ED5_15_02	37577	29835	29810	29797	28755	28746	27876	0.0312989045383461	3.02650803590065	74.1836761849003
ED5_25A_01	36625	25396	25344	25196	21957	21884	21605	0.332468005647399	1.2749040394809	58.9897610921502
ED5_25A_03	39576	26780	26763	26733	23463	23459	23260	0.0170481183139515	0.848288503346268	58.7729937335759
ED6_13_03	27866	21503	21438	21448	20771	20724	19957	0.226277020846382	3.70102296853889	71.6177420512452
ED6_14_01	41109	29442	29315	29363	27982	27971	25798	0.0393109856336196	7.76876050194845	62.7551144518232
ED6_14_02	38491	25968	25943	25939	22567	22525	22052	0.186112465103918	2.09988901220865	57.2913148528227
ED6_22A_01	38780	30011	29905	29761	28450	28328	25970	0.428822495606326	8.32391979666761	66.9675090252708
ED6_22A_06	26481	20415	20374	20330	18703	18683	16009	0.106934716355667	14.3124765829899	60.4546656093048
ED7_02_01	45393	33688	32921	32991	29117	28395	23640	2.47965106295291	16.7459059693608	52.0785143083735
ED7_19A_14	38699	29907	29792	29840	26514	26318	25989	0.739232103794222	1.25009499202066	67.1567740768495
ED7_20A_04	32934	24189	23988	24051	22569	22277	21550	1.29381009349108	3.2634555819904	65.4338980992288
ED7_21A_02	49582	28741	28716	28544	25263	25263	23682	0	6.25816411352571	47.7633011980154
ED7_24A_02	50914	37692	37413	37550	35015	34729	30822	0.816792803084383	11.2499640070258	60.537376752956
ED9_17_01	28460	18465	18400	18419	15944	15886	15611	0.363773206221779	1.73108397330984	54.852424455376
ED9_19A_05	42359	32631	32545	32544	29292	29203	28251	0.303837225180942	3.25993904735815	66.6942090228759
ED9_20A_02	42989	32482	32329	32403	29695	29407	27859	0.969860245832635	5.2640527765498	64.8049501035149
ED9_21A_08	37990	28151	28045	27995	27089	26954	25795	0.498357266787252	4.2999183794613	67.8994472229534
ED9_29_01	53072	40630	40568	40554	38589	38534	36791	0.142527663323747	4.52327814397675	69.3228067530901
HR1_16_01	40644	28040	27990	27963	27445	27371	24247	0.269630169429774	11.413539877973	59.6570219466588
HR1_29_01	25437	16311	16239	16157	13862	13759	12179	0.743038522579724	11.4833926884221	47.8790737901482
HR1_29_02	35073	20536	20441	20494	14519	14356	14039	1.12266685033404	2.20813597102257	40.0279417215522
HR16_34_01	27897	20758	20660	20705	19343	19317	16118	0.134415550845262	16.5605425273075	57.7768218804889
HR16_36_01	30998	23070	23041	23027	19737	19697	19697	0.202665045346308	0	63.5428092134976
HR17_32_01	39377	32101	31963	31651	29849	29778	11655	0.237863915039028	60.8603667136812	29.5984965843005
HR17_32_05	33417	24782	24626	24451	22478	21691	14078	3.50120117448172	35.0975058780139	42.1282580722387
HR17_32_06	33577	27624	27562	27402	26129	26080	13401	0.187531095717404	48.6157975460123	39.9112487714805
HR17_32_08	29859	24066	23991	23904	22666	22637	12710	0.12794493955704	43.8529840526571	42.5667302990723
HR18_11_09	30382	16250	16206	16170	15590	15532	12989	0.37203335471456	16.3726500128766	42.7522875386742
HR18_18_03	27525	8062	8007	7966	6667	6640	5823	0.404979751012448	12.3042168674699	21.1553133514986
HR18_21_01	31494	21607	21247	21255	17737	17480	13193	1.44894852568078	24.525171624714	41.8905188289833
HR18_23_01	25517	9615	9533	9508	8805	8762	7579	0.488358886996025	13.5014836795252	29.7017674491515
HR18_23_03	40556	29047	28866	28849	25048	24662	23146	1.54104120089428	6.14710891249696	57.0717033237992
HR18_23_04	43515	34242	34119	34100	31381	31271	15279	0.350530575826141	51.1400338972211	35.1120303343675
HR18_24_02	26795	19066	19015	19007	18738	18685	18246	0.282847689187747	2.34947819106235	68.0947938048143
HR18_32_19	36102	27469	27351	27203	25465	25293	11366	0.675436874140985	55.062665559641	31.4830203312836
HR19_04_01	34961	27378	27332	27308	26403	26390	25817	0.0492368291481995	2.17127699886321	73.8451417293556
HR19_04_03	35419	25678	25658	25645	24893	24885	24847	0.0321375487084765	0.152702431183442	70.151613540755
HR19_04_05	36403	28013	27865	27964	26999	26927	26205	0.266676543575684	2.68132357856426	71.985825344065
HR19_04_07	40052	30680	30621	30570	29301	29246	26564	0.187706904201221	9.17048485262943	66.3237790871867
HR19_04_11	30875	23803	23790	23780	22982	22982	22562	0	1.82751718736402	73.0753036437247
HR19_07_05	52054	36622	36381	36477	32925	32826	31552	0.300683371298405	3.88106988362883	60.6139777922926
HR19_07_06	29114	22102	22044	22048	21394	21394	20787	0	2.83724408712723	71.3986398296352
HR19_07_07	28253	22173	22107	21984	21115	21039	20501	0.359933696424335	2.55715575835353	72.5622057834566
HR19_07_08	28611	21066	20967	20873	19297	19276	18344	0.10882520599057	4.8350280141108	64.1152004473804
HR19_07_10	34893	25884	25809	25697	24049	24029	20874	0.0831635411035876	13.1299679553872	59.8228871120282
HR19_07_14	29928	22950	22926	22856	22062	22060	21644	0.00906536125464186	1.88576609247507	72.3202352312216
HR19_07_16	37966	27344	27325	27172	15646	15633	14021	0.0830883292854452	10.3115205015032	36.9304114207449
HR19_09_02	50366	39421	39386	39264	37862	37824	36538	0.100364481538222	3.39995769881557	72.5449708136441
HR19_09_03	27075	21205	21174	21178	20901	20901	20223	0	3.24386392995551	74.6925207756233
HR19_09_04	46525	36406	36321	36275	34743	34709	33618	0.0978614397144781	3.14327695986631	72.2579258463192
HR19_16_01	25591	20101	20073	20073	19219	19185	18856	0.176908267859929	1.71488141777431	73.6821538822242
HR19_16_02	55605	42950	42880	42884	41174	41155	40226	0.0461456258804134	2.25731988822744	72.3424152504271
HR19_18_01	89029	81035	80984	80899	72282	72218	71747	0.0885420990011312	0.652191974300038	80.5883476170686
HR19_21_01	31227	23556	23488	23512	22403	22368	22029	0.156229076462978	1.51555793991416	70.5447209145931
HR19_23_03	35133	25709	25481	25505	23872	23615	22823	1.07657506702414	3.35380055049757	64.9617169043349
HR19_23_04	39658	27708	27636	27669	26640	26572	26259	0.255255255255264	1.17793165738371	66.2136265066317
HR19_23_07	25659	16476	16432	16443	13808	13795	13189	0.0941483198146074	4.39289597680319	51.4010678514361
HR19_24_02	28863	4625	4588	4604	2466	2466	2307	0	6.44768856447688	7.99293212763746
HR19_24_03	46921	32936	32843	32761	29280	29228	28459	0.177595628415304	2.63103872998495	60.6530125103898
HR19_24_04	39904	28649	28613	28580	27704	27621	27262	0.29959572624891	1.29973570833786	68.3189655172414
HR19_25_04	34183	26498	26448	26211	25106	25093	24378	0.0517804508882449	2.84940023114015	71.3161513032794
HR19_25_05	30129	23638	23613	23611	23163	23151	22560	0.0518067607822843	2.5528054943631	74.8780244946729
HR19_25_09	46827	35956	35931	35916	34973	34948	33531	0.0714837160094959	4.05459539887833	71.6061246716638
HR19_26_01	29194	17758	17496	17580	10635	10353	6441	2.65162200282087	37.7861489423356	22.0627526204015
HR19_27_01	175471	135780	135670	135486	129692	129458	129070	0.180427474323778	0.299711103214946	73.5563141487767
HR19_27_03	44265	34408	34367	34368	32957	32957	32912	0	0.136541554146305	74.3521969953688
HR19_27_04	28355	21239	21158	21168	20224	20127	18357	0.479628164556971	8.79415710239975	64.7399047786986
HR19_27_11	32926	23149	23038	22976	22194	22087	21582	0.482112282598905	2.286412822022	65.5469841462674
HR19_27_13	52348	41202	41089	41042	39368	39337	38458	0.0787441576915171	2.23453745837251	73.4660349965615
HR19_27_14	42202	27801	27750	27645	26380	26279	23305	0.382865807429866	11.3170211956315	55.2225013032558
HR19_31_02	34703	27393	27352	27319	26194	26185	25647	0.0343590135145462	2.05461141875119	73.9042734057574
HR19_31_03	2947	375	369	369	369	369	369	0	0	12.5212080081439
HR19_32_03	19713	12881	12844	12778	11857	11851	5606	0.0506030193134848	52.6959750232048	28.4380865418759
HR19_32_11	33356	26529	26303	26268	24587	24478	11202	0.443323707650393	54.2364572268976	33.5831634488548
HR19_32_13	33571	26236	26066	26124	24913	24683	15383	0.923212780476064	37.6777539197018	45.8222870930267
HR19_33_01	39121	31464	31420	31368	30027	29997	28489	0.0999100809271738	5.02716938360503	72.8227806037678
HR2_18_03	33286	22385	22291	22259	21026	20815	19735	1.00351945210691	5.18856593802546	59.289190650724
HR2_18_04	32804	20010	19970	19965	19851	19840	18914	0.0554128255503485	4.66733870967741	57.6576027313742
HR20_07_05	43335	29653	29567	29539	26950	26888	26359	0.23005565862708	1.9674204105921	60.826122072228
HR20_26_01	43109	32094	31898	31876	24833	24654	22718	0.720815044497243	7.85268110651415	52.6989723723584
HR20_33_03	34411	26048	25980	25997	24575	24550	22796	0.10172939979654	7.14460285132384	66.2462584638633
HR20_33_04	33927	26585	26522	26509	25373	25323	23379	0.197059866787527	7.67681554318209	68.9097179237775
HR21_12_03	42515	31444	31372	31385	29495	29306	28283	0.640786573995584	3.49075274687777	66.5247559684817
HR21_27_01	25705	19198	19114	19136	18832	18769	13383	0.33453695836873	28.696254462145	52.0638008169617
HR23_12_01	38829	28391	28300	28304	26703	26192	25424	1.9136426618732	2.93219303604154	65.4768343248603
HR23_16_01	47466	31824	31570	31582	21113	20739	15570	1.77142045185431	24.9240561261392	32.8024270003792
HR3_03_02	37190	26188	26047	26015	24233	23914	23482	1.31638674534726	1.80647319561763	63.1406292013982
HR3_04_01	37543	26754	26019	26320	23532	22844	14841	2.9236783953765	35.0332691297496	39.5306714966838
HR3_07_02	23615	12556	12425	12402	11459	11431	10589	0.244349419670129	7.36593473886799	44.8401439762863
HR3_07_04	44862	31820	31602	31545	28034	27637	25830	1.41613754726404	6.53833628830915	57.5765681423031
HR3_07_10	40588	28988	28740	28496	25949	25690	23525	0.998111680604268	8.42740365901129	57.9604809303242
HR3_32_02	43163	34294	34146	34036	32432	32214	14217	0.672175629008393	55.8670143415906	32.9379329518338
HR3_32_04	43087	34922	34802	34804	31769	31601	13680	0.528817400610663	56.7102306889023	31.7497156915079
HR3_32_10	35514	28123	27978	27983	26541	26431	13176	0.41445311028221	50.1494457266089	37.1008616320324
HR3_32_11	31376	21739	21248	21325	17658	17259	14754	2.25959904858988	14.5141665218147	47.0232024477308
HR3_32_13	30339	25032	24930	24807	23423	23390	11163	0.140887162191007	52.2744762719111	36.7942252546228
HR3_32_21	46786	34688	34626	34238	31870	31768	31410	0.320050203953556	1.12692017124149	67.1354678750053
HR4_05A_04	46550	33875	33836	33837	32969	32855	31426	0.345779368497674	4.3494140922234	67.5102040816327
HR5_32_01	36906	29015	28828	28877	27056	26834	11111	0.820520402128921	58.593575314899	30.1062157914702
HR7_04_05	40475	32310	32170	31800	30431	30077	24837	1.1632874371529	17.4219503274928	61.3638048177888
HR7_14_01	40757	27248	27180	27186	20926	20842	17300	0.401414508267223	16.9945302754054	42.4466962730328
NR1_06A_01	24559	17653	17573	17558	16793	16718	14833	0.446614660870608	11.2752721617418	60.3974103180097
NR1_22_01	35987	26533	26420	26326	24962	24642	19818	1.28194856181396	19.5763330898466	55.0698863478478
NR1_43_04	32623	21329	21302	21282	20433	20423	20234	0.0489404394851505	0.925427214415123	62.0237255923735
NR1_43_07	26125	17555	17480	17462	16350	16288	15300	0.379204892966357	6.06581532416503	58.5645933014354
NR1_43_09	29557	21141	21054	21082	20277	20188	18218	0.438920944912951	9.75827224093521	61.6368372974253
NR1_43_12	24210	12369	12305	12333	11675	11656	10819	0.162740899357601	7.18085106382979	44.6881453944651
NR1_43_16	36166	24822	24737	24754	23637	23578	22675	0.249608664382123	3.82984137755534	62.6970082397832
NR1_43_18	44707	29488	29421	29420	27704	27690	27453	0.0505342188853604	0.855904658721556	61.4064911535106
NR16_43_02	26647	18042	17981	18006	17273	17266	15630	0.0405256759103878	9.47526931541758	58.6557586219837
NR17_09_01	47176	33117	32996	33055	32154	32048	30938	0.329663494433035	3.463554667998	65.5799559097846
NR17_43_02	28436	20852	20809	20803	20657	20629	20142	0.135547272111154	2.36075427795821	70.8327472218315
NR18_01_01	29173	21991	21973	21959	21216	21216	20723	0	2.32371794871796	71.0348610016111
NR19_01_01	38973	28928	28863	28743	27067	26835	17565	0.857132301326331	34.5444382336501	45.0696636132707
NR19_19_01	31577	24214	24171	24140	22988	22986	22686	0.00870019140421618	1.3051422605064	71.8434303448713
NR19_44_12	33044	25720	25690	25678	24614	24614	24273	0	1.38539042821158	73.4566033167897
NR2_01_02	40191	28456	28294	28336	27447	26755	22165	2.52122272015156	17.1556718370398	55.1491627478789
NR2_06A_01	27441	19021	18978	18943	18414	18381	17761	0.179211469534053	3.37304825635167	64.7243176269086
NR20_01_12	33920	26221	26185	26178	25395	25355	24979	0.157511321126208	1.48294222046933	73.6409198113208
NR20_01_13	31695	24101	24074	24056	23292	23287	14774	0.0214665979735571	36.5568772276377	46.6130304464427
NR20_07A_01	47847	38108	38071	38071	36529	36529	35870	0	1.80404610035862	74.9681275733066
NR20_08_03	36164	27862	27830	27835	26705	26705	26424	0	1.05223740872495	73.0671385908638
NR20_08_07	29426	18641	18612	18620	18203	18201	18166	0.0109871999121083	0.1922971265315	61.7345204920818
NR20_15A_01	40628	31091	30963	30772	29768	29750	17972	0.0604676162322022	39.5899159663866	44.2355026090381
NR20_15A_02	38324	29643	29607	29343	28548	28488	17205	0.210172341319875	39.606149957877	44.8935392965244
NR20_18_01	28411	21842	21799	21666	20856	20856	20644	0	1.01649405446874	72.661997113794
NR20_22_01	30183	23610	23581	23576	22343	22278	19865	0.290918856017541	10.8313134033576	65.8151939833681
NR20_24_02	30573	24123	23970	24042	22969	22955	22199	0.0609517175323333	3.29340013069049	72.609819121447
NR20_24_05	46682	35725	35693	35695	34727	34727	33561	0	3.35761799176433	71.8928066492438
NR20_25_02	32906	24626	24550	24362	23811	23719	16019	0.386376044685235	32.4634259454446	48.6810915942381
NR20_27_01	35950	27556	27497	27476	25777	25737	19553	0.155177095860651	24.0276644519563	54.3894297635605
NR20_27_03	44217	33908	33879	33856	32774	32774	24417	0	25.4988710563251	55.2208426623244
NR20_27_04	33616	26077	26007	26020	25164	25156	16474	0.0317914481004635	34.5126411194149	49.0064255116611
NR20_27_08	52066	40889	40840	40837	39249	39230	38306	0.0484088766592805	2.3553403007902	73.5720047631852
NR20_27_10	41528	31538	31515	31489	30671	30635	19644	0.117374718789733	35.8772645666721	47.3030244654209
NR20_29_08	33262	25217	25188	25169	24312	24285	15426	0.111056268509373	36.4793082149475	46.3772473092418
NR20_44_07	36186	27792	27765	27761	26605	26605	26399	0	0.774290546889674	72.9536284751009
NR20_44_08	39621	30901	30876	30879	29902	29897	29270	0.0167212895458562	2.0972003879988	73.8749652961813
NR20_44_14	40277	30887	30841	30828	29579	29563	28752	0.0540924304405053	2.74329398234279	71.3856543436701
NR20_44_18	38653	30613	30583	30580	29525	29525	28966	0	1.89331075359864	74.9385558688847
NR20_44_19	31700	24350	24335	24258	23477	23477	23208	0	1.14580227456659	73.211356466877
NR20_44_20	47107	35979	35960	35768	34606	34592	34076	0.0404554123562377	1.49167437557817	72.337444541151
NR21_01_03	30066	23052	22991	22997	21976	21886	21575	0.409537677466332	1.42099972585214	71.758797312579
NR21_02_03	37402	28377	28348	28339	27472	27463	18294	0.0327606290040876	33.3867385209191	48.9118228971713
NR21_24_02	34610	26764	26717	26516	25761	25757	25129	0.0155273475408535	2.43817214737741	72.6061831840508
NR21_27_01	30103	22555	22527	22437	21465	21434	16636	0.144421150710457	22.3849958010637	55.2635949905325
NR21_27_02	25895	20282	20240	20186	19421	19415	15183	0.030894392667733	21.7975791913469	58.6329407221471
NR21_27_04	38267	29630	29566	29590	28596	28579	19178	0.0594488739683783	32.8947828825361	50.116288185643
NR21_31_01	52239	37456	37354	37412	35740	35707	35155	0.0923335198656901	1.54591536673482	67.2964643274182
NR21_44_01	34862	27203	27176	27169	26258	26256	25990	0.00761672633102251	1.0131017672151	74.5510871435947
NR22_22_03	34458	26013	25887	25968	24584	24403	23308	0.736251220305888	4.48715321886654	67.6417667885542
NR22_25_05	29818	21921	21860	21850	20778	20718	19819	0.288766965059196	4.33922193261897	66.4665638205111
NR22_27_01	37217	28360	28306	28333	27285	27280	26750	0.0183250870441753	1.94281524926686	71.8757557030389
NR22_28_01	31573	24157	24097	24074	22614	22600	21738	0.0619085522242813	3.8141592920354	68.8499667437367
NR22_29_01	58963	44550	44430	44438	42535	42518	25764	0.0399670859292343	39.4044875111717	43.6951986839204
NR22_29_02	45420	35101	35052	35037	33490	33470	20881	0.0597193191997576	37.6127875709591	45.9731395860854
NR22_29_03	52166	38983	38926	38723	37066	37012	23440	0.145686073490523	36.669188371339	44.9334815780393
NR3_08A_01	32743	25249	25164	25150	23573	23538	21739	0.148474950154849	7.64296031948339	66.3928167852671
NR3_28_03	40176	27744	27687	27688	26009	25918	21859	0.3498788880772	15.6609306273632	54.4081043409
NR3_29_04	32447	24040	23926	23686	23244	23194	14622	0.215109275511963	36.9578339225662	45.0642586371621
NR3_43_05	3175	948	935	937	926	926	923	0	0.323974082073434	29.0708661417323
NR3_43_08	46918	39859	39810	39781	38265	38211	37807	0.141121128969033	1.05728716861637	80.5810136834477
NR7_22_02	48166	35535	35241	35356	33934	33030	29428	2.66399481346143	10.9052376627309	61.0970394053897
PM1_16_10	45023	31402	31165	31240	28241	27705	25718	1.89794978931342	7.17199061541238	57.1219154654288
PM1_31_01	33957	24397	24352	24356	23316	23267	22655	0.210156115971856	2.63033480895689	66.7167299820361
PM1_31_01A	2135	755	748	750	746	746	746	0	0	34.9414519906323
PM19_43_02	40731	28306	28187	28117	26761	26593	18926	0.627779230970432	28.8308953483999	46.4658368318971
PM19_67_01	35404	27318	27279	27286	26338	26338	25547	0	3.00326524413394	72.1585131623545
PM2_43_02	49778	35304	35195	35135	33920	33661	27465	0.763561320754718	18.4070586138261	55.1749768974246
PM2_48_02	31685	21624	21489	21530	20348	20255	16585	0.45704737566345	18.1189829671686	52.3433801483352
PM2_49_04	44592	30765	30483	30587	29299	28864	27514	1.48469231031775	4.67710643015521	61.7016505202727
PM2_51_01	38269	26321	26266	26254	25467	25428	23760	0.153139356814705	6.55969797074091	62.0868065536074
PM2_51_03	26249	18551	18500	18490	18159	18148	17373	0.060576022908748	4.27044302402469	66.1853784906092
PM2_51_08	27251	18953	18880	18857	17817	17783	14668	0.190828983555036	17.5167294607209	53.8255476863234
PM2_51_09A	32260	22767	22711	22691	22206	22172	20706	0.15311177159326	6.61194299116002	64.1847489150651
PM2_52_13	25822	16783	16700	16708	16460	16419	16066	0.249088699878499	2.14994823070832	62.2182634962435
PM2_53_06	62112	43432	43131	43277	42241	41995	38127	0.582372576406812	9.2106203119419	61.3842735703246
PM2_53_07	31556	20828	20801	20704	19938	19929	19689	0.045139933794772	1.20427517687791	62.393839523387
PM2_65_06	41358	27196	27051	27093	25966	25778	24694	0.724023723330518	4.20513616261928	59.7079162435321
PM20_40_02	41662	32210	32188	32000	31007	30963	30373	0.141903441158448	1.90550011303814	72.9033651768998
PM20_55_02	34802	26932	26874	26866	25685	25664	16055	0.0817597819739149	37.4415523690773	46.1324061835527
PM20_62_01	45003	29211	29171	29160	27871	27762	22474	0.391087510315373	19.0476190476191	49.9388929626914
PM20_65_07	32164	24443	24379	24394	23497	23424	22589	0.310677958888377	3.56471994535519	70.230692699913
PM21_70_04	31228	23181	23155	23159	22260	22219	19503	0.184186882300082	12.2237724470048	62.4535673113872
PM22_65_03	2491	1889	1879	1875	1856	1856	1850	0	0.323275862068968	74.2673625050181
PM22_67_01	42775	33346	33305	33136	32105	32105	31188	0	2.8562529201059	72.9117475160725
PM23_43_01	63000	42620	42438	42449	29956	29490	27319	1.55561490185605	7.36181756527637	43.3634920634921
PM25_48_01	33405	23818	23775	23689	11263	11238	10056	0.221965728491526	10.5178857447945	30.1032779524023
PM25_49_01	42937	21987	21892	21649	5452	5436	4905	0.293470286133527	9.76821192052981	11.4237138132613
PM25_70_05	37359	23454	23418	23426	2809	2802	2221	0.249199003203998	20.7351891506067	5.94501994164726
PM26_49_02	31912	22982	22884	22811	17474	17309	16745	0.944260043493188	3.25842047489745	52.4724241664578
PM26_70_01	33765	24179	23987	24031	23229	22900	21861	1.41633303198589	4.53711790393014	64.7445579742337
PM3_48_01	36757	27905	27820	27849	26816	26571	25261	0.913633651551322	4.93018704602763	68.72432461844
PM3_49_02	39980	28611	28425	28420	27448	27022	25634	1.55202564849898	5.13655539930427	64.1170585292646
PM3_49_04	49871	34983	34850	34828	33044	32753	27942	0.880643989831739	14.6887308032852	56.0285536684646
PM3_51_05	38316	25655	25534	25560	24860	24804	23158	0.225261464199519	6.63602644734721	60.4395030796534
PM3_52_01	32302	21587	21504	21540	21299	21284	20911	0.0704258415888006	1.75249013343355	64.7359296637979
PM3_54_05	19935	13432	13421	13403	13326	13326	12885	0	3.30932012606934	64.6350639578631
PM3_70_01	31214	21646	21547	21595	20059	19959	17814	0.498529338451576	10.7470314143995	57.0705452681489
PM4_40_02	46692	35200	35116	34837	33689	33659	33027	0.0890498382261313	1.8776553076443	70.733744538679
PM5_47_02	34367	25049	24969	24988	22545	22383	21475	0.718562874251489	4.05665013626412	62.4872697645998
PM5_55_01	40071	29921	29844	29831	28840	28806	18401	0.117891816920945	36.1209470249254	45.9209902423199
PM5_69_02	37554	29514	29456	29451	28297	28271	18175	0.0918825317171468	35.7115064907502	48.3969750226341
PM5_70_07	57196	42300	42244	42254	41488	41355	38200	0.320574623987653	7.62906540926127	66.7878872648437
PM6_47_02	25564	18787	18716	18743	18346	18312	12372	0.185326501689744	32.437745740498	48.3961821311219
PM6_49_01	7217	5624	5617	5436	5217	5213	5213	0.0766724170979387	0	72.2322294582236
PM6_65_01	38711	27552	27174	27517	26935	26898	26737	0.137367737144984	0.598557513569787	69.0682235023637
PM6_70_03	36867	22506	22406	22422	19042	18922	18121	0.630185904841923	4.23316774125357	49.1523584777714
PM6_70_04	44593	31974	31566	31538	27502	27078	24593	1.54170605774125	9.17719181623458	55.1499114210751
PM6_70_12	40114	29440	29344	29352	27599	27571	27093	0.101452951193878	1.73370570527003	67.5400109687391
PM6_72A_02	37420	26702	26573	26620	25345	25091	24399	1.00217005326493	2.75796102188035	65.2030999465526
PM7_62_02	42217	31342	31193	31044	28348	27866	23470	1.70029631720051	15.7754970214598	55.5937181704053
PM7_63_01	42654	32056	31855	31904	29508	28706	23041	2.71790700826895	19.7345502682366	54.0183804566981
PM7_70_01	36224	26634	26540	26535	25191	24949	24248	0.960660553372236	2.80973185298008	66.9390459363958
PM9_49_01	52248	36330	36233	36150	14921	14815	13909	0.710408149587821	6.11542355720553	26.6211146838156
PN06	37781	26127	26104	26095	24794	24776	24533	0.0725982092441626	0.980787859218594	64.9347555649665
PN07	3154	1295	1294	1292	1292	1292	1292	0	0	40.9638554216867
PN08	7194	3917	3913	3903	3897	3897	3647	0	6.41519117269695	50.6950236308034
SD17_40_01	27146	19776	19717	19739	19193	19160	16283	0.171937685614537	15.0156576200418	59.9830545936786
SD18_27_01	42563	29104	29065	29050	27894	27869	26095	0.0896250089624999	6.36549571208153	61.3091182482438
SD18_40_01	41812	28653	28560	28571	22085	21759	19192	1.47611501018791	11.7974171607151	45.900698364106
SD2_31_01	24738	17371	17312	17272	16647	16632	14607	0.0901063254640491	12.1753246753247	59.0468105748242
SD2_40_01	31449	18797	18749	18767	17963	17956	14623	0.0389689918165175	18.5620405435509	46.4975038951954
SD2_40_08	32975	21808	21709	21704	19991	19951	19892	0.200090040518234	0.295724525086456	60.3244882486732
