reads.in	reads.out	percentage_retained
ED3_25B_02_S346_R1_001.fastq.gz	43744	31702	72.4716532553036
ED4_10_05_S280_R1_001.fastq.gz	39457	22923	58.0961553083103
ED5_06_01_S121_R1_001.fastq.gz	45668	33655	73.6949286152229
ED5_10_04_S80_R1_001.fastq.gz	36706	21591	58.8214460851087
ED5_12_01_S132_R1_001.fastq.gz	37442	29956	80.0064099140003
ED5_13_02_S54_R1_001.fastq.gz	40839	28749	70.3959450525233
ED5_13_03_S98_R1_001.fastq.gz	44837	34470	76.8784709057252
ED5_15_02_S138_R1_001.fastq.gz	37577	29835	79.3969715517471
ED5_25A_01_S119_R1_001.fastq.gz	36625	25396	69.340614334471
ED5_25A_03_S137_R1_001.fastq.gz	39576	26780	67.6672730948049
ED6_13_03_S129_R1_001.fastq.gz	27866	21503	77.1657216679825
ED6_14_01_S101_R1_001.fastq.gz	41109	29442	71.619353426257
ED6_14_02_S113_R1_001.fastq.gz	38491	25968	67.465121716765
ED6_22A_01_S120_R1_001.fastq.gz	38780	30011	77.3878287777205
ED6_22A_04_S347_R1_001.fastq.gz	36	11	30.5555555555556
ED6_22A_06_S286_R1_001.fastq.gz	26481	20415	77.0930100827008
ED7_02_01_S226_R1_001.fastq.gz	45393	33688	74.2140858722711
ED7_19A_14_S160_R1_001.fastq.gz	38699	29907	77.2810666942298
ED7_20A_04_S380_R1_001.fastq.gz	32934	24189	73.4468937875751
ED7_21A_02_S168_R1_001.fastq.gz	49582	28741	57.9666007825421
ED7_24A_02_S231_R1_001.fastq.gz	50914	37692	74.0307184664336
ED9_17_01_S75_R1_001.fastq.gz	28460	18465	64.8805340829234
ED9_19A_05_S81_R1_001.fastq.gz	42359	32631	77.034396468283
ED9_20A_02_S344_R1_001.fastq.gz	42989	32482	75.5588638954151
ED9_21A_08_S342_R1_001.fastq.gz	37990	28151	74.1010792313767
ED9_29_01_S211_R1_001.fastq.gz	53072	40630	76.5563762435936
HR1_16_01_S333_R1_001.fastq.gz	40644	28040	68.989272709379
HR1_29_01_S356_R1_001.fastq.gz	25437	16311	64.1231277273263
HR1_29_02_S321_R1_001.fastq.gz	35073	20536	58.5521626322242
HR16_34_01_S12_R1_001.fastq.gz	27897	20758	74.4094347062408
HR16_36_01_S352_R1_001.fastq.gz	30998	23070	74.4241563971869
HR17_32_01_S3_R1_001.fastq.gz	39377	32101	81.522208395764
HR17_32_05_S37_R1_001.fastq.gz	33417	24782	74.1598587545261
HR17_32_06_S44_R1_001.fastq.gz	33577	27624	82.2706019001102
HR17_32_07_S22_R1_001.fastq.gz	16	2	12.5
HR17_32_08_S265_R1_001.fastq.gz	29859	24066	80.5988144278107
HR18_01_02_S28_R1_001.fastq.gz	33	12	36.3636363636364
HR18_11_09_S64_R1_001.fastq.gz	30382	16250	53.4856164834441
HR18_18_03_S26_R1_001.fastq.gz	27525	8062	29.2897366030881
HR18_21_01_S284_R1_001.fastq.gz	31494	21607	68.6067187400775
HR18_23_01_S36_R1_001.fastq.gz	25517	9615	37.6807618450445
HR18_23_03_S246_R1_001.fastq.gz	40556	29047	71.6219548278923
HR18_23_04_S104_R1_001.fastq.gz	43515	34242	78.6901068597035
HR18_24_02_S85_R1_001.fastq.gz	26795	19066	71.1550662437022
HR18_32_04_S369_R1_001.fastq.gz	44	10	22.7272727272727
HR18_32_05_S270_R1_001.fastq.gz	10	3	30
HR18_32_06_S66_R1_001.fastq.gz	25	6	24
HR18_32_08_S323_R1_001.fastq.gz	26	3	11.5384615384615
HR18_32_19_S149_R1_001.fastq.gz	36102	27469	76.0871973851864
HR19_04_01_S158_R1_001.fastq.gz	34961	27378	78.3101169875004
HR19_04_02_S20_R1_001.fastq.gz	2039	4	0.196174595389897
HR19_04_03_S276_R1_001.fastq.gz	35419	25678	72.4978119088625
HR19_04_05_S217_R1_001.fastq.gz	36403	28013	76.9524489739857
HR19_04_07_S371_R1_001.fastq.gz	40052	30680	76.6004194547089
HR19_04_11_S249_R1_001.fastq.gz	30875	23803	77.0947368421053
HR19_07_05_S190_R1_001.fastq.gz	52054	36622	70.3538632958082
HR19_07_06_S209_R1_001.fastq.gz	29114	22102	75.915367177303
HR19_07_07_S23_R1_001.fastq.gz	28253	22173	78.4801613987895
HR19_07_08_S33_R1_001.fastq.gz	28611	21066	73.6290238020342
HR19_07_10_S383_R1_001.fastq.gz	34893	25884	74.1810678359556
HR19_07_14_S257_R1_001.fastq.gz	29928	22950	76.6840417000802
HR19_07_16_S313_R1_001.fastq.gz	37966	27344	72.0223357741137
HR19_09_02_S314_R1_001.fastq.gz	50366	39421	78.2690704046381
HR19_09_03_S174_R1_001.fastq.gz	27075	21205	78.3194829178209
HR19_09_04_S143_R1_001.fastq.gz	46525	36406	78.2504030091349
HR19_16_01_S21_R1_001.fastq.gz	25591	20101	78.5471454808331
HR19_16_02_S239_R1_001.fastq.gz	55605	42950	77.2412552827983
HR19_18_01_S374_R1_001.fastq.gz	89029	81035	91.0209033011715
HR19_21_01_S7_R1_001.fastq.gz	31227	23556	75.4347199538861
HR19_23_03_S188_R1_001.fastq.gz	35133	25709	73.1762160931318
HR19_23_04_S268_R1_001.fastq.gz	39658	27708	69.8673659791215
HR19_23_07_S14_R1_001.fastq.gz	25659	16476	64.2113878171402
HR19_24_02_S94_R1_001.fastq.gz	28863	4625	16.0239753317396
HR19_24_03_S234_R1_001.fastq.gz	46921	32936	70.1945823831547
HR19_24_04_S363_R1_001.fastq.gz	39904	28649	71.7948075380914
HR19_25_04_S89_R1_001.fastq.gz	34183	26498	77.5180645350028
HR19_25_05_S41_R1_001.fastq.gz	30129	23638	78.4559726509343
HR19_25_09_S317_R1_001.fastq.gz	46827	35956	76.7847609285241
HR19_26_01_S83_R1_001.fastq.gz	29194	17758	60.827567308351
HR19_27_01_S247_R1_001.fastq.gz	175471	135780	77.3803078571388
HR19_27_03_S378_R1_001.fastq.gz	44265	34408	77.7318423133401
HR19_27_04_S6_R1_001.fastq.gz	28355	21239	74.9038970199259
HR19_27_11_S301_R1_001.fastq.gz	32926	23149	70.3061410435522
HR19_27_13_S296_R1_001.fastq.gz	52348	41202	78.7078780469168
HR19_27_14_S379_R1_001.fastq.gz	42202	27801	65.8760248329463
HR19_31_02_S293_R1_001.fastq.gz	34703	27393	78.9355387142322
HR19_31_03_S384_R1_001.fastq.gz	2947	375	12.7248048863251
HR19_32_03_S96_R1_001.fastq.gz	19713	12881	65.342667275402
HR19_32_06_S25_R1_001.fastq.gz	22	5	22.7272727272727
HR19_32_11_S285_R1_001.fastq.gz	33356	26529	79.5329176160211
HR19_32_13_S254_R1_001.fastq.gz	33571	26236	78.1507849036371
HR19_33_01_S290_R1_001.fastq.gz	39121	31464	80.4273919378339
HR2_18_03_S287_R1_001.fastq.gz	33286	22385	67.2504957038995
HR2_18_04_S40_R1_001.fastq.gz	32804	20010	60.9986587001585
HR20_07_05_S355_R1_001.fastq.gz	43335	29653	68.427368178147
HR20_26_01_S298_R1_001.fastq.gz	43109	32094	74.4484910343548
HR20_33_03_S381_R1_001.fastq.gz	34411	26048	75.6967248844846
HR20_33_04_S42_R1_001.fastq.gz	33927	26585	78.3594187520264
HR21_12_03_S82_R1_001.fastq.gz	42515	31444	73.9597789015641
HR21_27_01_S13_R1_001.fastq.gz	25705	19198	74.6858587823381
HR23_12_01_S52_R1_001.fastq.gz	38829	28391	73.1180303381493
HR23_16_01_S316_R1_001.fastq.gz	47466	31824	67.0458854759196
HR3_03_02_S349_R1_001.fastq.gz	37190	26188	70.4167787039527
HR3_04_01_S360_R1_001.fastq.gz	37543	26754	71.2622859121541
HR3_07_02_S88_R1_001.fastq.gz	23615	12556	53.1695955960195
HR3_07_04_S341_R1_001.fastq.gz	44862	31820	70.9286255628371
HR3_07_10_S351_R1_001.fastq.gz	40588	28988	71.4201241746329
HR3_32_02_S358_R1_001.fastq.gz	43163	34294	79.4523086903135
HR3_32_04_S340_R1_001.fastq.gz	43087	34922	81.0499686680437
HR3_32_10_S58_R1_001.fastq.gz	35514	28123	79.1884890465732
HR3_32_11_S357_R1_001.fastq.gz	31376	21739	69.2854411014788
HR3_32_13_S300_R1_001.fastq.gz	30339	25032	82.50766340354
HR3_32_21_S319_R1_001.fastq.gz	46786	34688	74.1418373017569
HR4_05A_04_S297_R1_001.fastq.gz	46550	33875	72.7712137486574
HR5_32_01_S117_R1_001.fastq.gz	36906	29015	78.6186527935837
HR7_04_05_S324_R1_001.fastq.gz	40475	32310	79.8270537368746
HR7_14_01_S177_R1_001.fastq.gz	40757	27248	66.854773413156
NR1_06A_01_S140_R1_001.fastq.gz	24559	17653	71.8799625391913
NR1_22_01_S225_R1_001.fastq.gz	35987	26533	73.7294022841582
NR1_43_04_S147_R1_001.fastq.gz	32623	21329	65.3802531955982
NR1_43_07_S78_R1_001.fastq.gz	26125	17555	67.1961722488038
NR1_43_09_S318_R1_001.fastq.gz	29557	21141	71.5262036065907
NR1_43_12_S232_R1_001.fastq.gz	24210	12369	51.090458488228
NR1_43_16_S241_R1_001.fastq.gz	36166	24822	68.6335231985843
NR1_43_18_S163_R1_001.fastq.gz	44707	29488	65.958351041224
NR16_43_02_S325_R1_001.fastq.gz	26647	18042	67.7074342327466
NR17_09_01_S337_R1_001.fastq.gz	47176	33117	70.1988299135154
NR17_43_02_S86_R1_001.fastq.gz	28436	20852	73.3295822197215
NR18_01_01_S350_R1_001.fastq.gz	29173	21991	75.3813457649196
NR19_01_01_S79_R1_001.fastq.gz	38973	28928	74.2257460293023
NR19_19_01_S95_R1_001.fastq.gz	31577	24214	76.6823954143839
NR19_44_12_S221_R1_001.fastq.gz	33044	25720	77.8356131218981
NR2_01_02_S106_R1_001.fastq.gz	40191	28456	70.8019208280461
NR2_06A_01_S139_R1_001.fastq.gz	27441	19021	69.3159870267119
NR20_01_12_S141_R1_001.fastq.gz	33920	26221	77.3024764150943
NR20_01_13_S278_R1_001.fastq.gz	31695	24101	76.0403849187569
NR20_07A_01_S302_R1_001.fastq.gz	47847	38108	79.6455368152653
NR20_08_03_S329_R1_001.fastq.gz	36164	27862	77.0434686428492
NR20_08_07_S288_R1_001.fastq.gz	29426	18641	63.3487392102222
NR20_15A_01_S259_R1_001.fastq.gz	40628	31091	76.526041153884
NR20_15A_02_S299_R1_001.fastq.gz	38324	29643	77.3483978707859
NR20_18_01_S11_R1_001.fastq.gz	28411	21842	76.8786737531238
NR20_22_01_S17_R1_001.fastq.gz	30183	23610	78.2228406719014
NR20_24_02_S294_R1_001.fastq.gz	30573	24123	78.9029535864979
NR20_24_05_S306_R1_001.fastq.gz	46682	35725	76.5284263741913
NR20_25_02_S192_R1_001.fastq.gz	32906	24626	74.837415668875
NR20_27_01_S175_R1_001.fastq.gz	35950	27556	76.6509040333797
NR20_27_03_S167_R1_001.fastq.gz	44217	33908	76.6854377275708
NR20_27_04_S205_R1_001.fastq.gz	33616	26077	77.5731794383627
NR20_27_08_S206_R1_001.fastq.gz	52066	40889	78.5330157876541
NR20_27_10_S377_R1_001.fastq.gz	41528	31538	75.9439414371027
NR20_29_08_S353_R1_001.fastq.gz	33262	25217	75.8132403343154
NR20_44_07_S53_R1_001.fastq.gz	36186	27792	76.8031835516498
NR20_44_08_S133_R1_001.fastq.gz	39621	30901	77.9914691703894
NR20_44_14_S169_R1_001.fastq.gz	40277	30887	76.6864463589642
NR20_44_18_S156_R1_001.fastq.gz	38653	30613	79.1995446666494
NR20_44_19_S157_R1_001.fastq.gz	31700	24350	76.813880126183
NR20_44_20_S151_R1_001.fastq.gz	47107	35979	76.3771838580253
NR21_01_03_S253_R1_001.fastq.gz	30066	23052	76.6713230892038
NR21_02_03_S345_R1_001.fastq.gz	37402	28377	75.8702743168814
NR21_24_02_S159_R1_001.fastq.gz	34610	26764	77.3302513724357
NR21_27_01_S215_R1_001.fastq.gz	30103	22555	74.9260871009534
NR21_27_02_S201_R1_001.fastq.gz	25895	20282	78.3240007723499
NR21_27_04_S166_R1_001.fastq.gz	38267	29630	77.4296391146419
NR21_31_01_S208_R1_001.fastq.gz	52239	37456	71.7012193954708
NR21_44_01_S275_R1_001.fastq.gz	34862	27203	78.03052033733
NR22_22_03_S261_R1_001.fastq.gz	34458	26013	75.4919031864879
NR22_25_05_S76_R1_001.fastq.gz	29818	21921	73.5159970487625
NR22_27_01_S146_R1_001.fastq.gz	37217	28360	76.2017357659134
NR22_28_01_S173_R1_001.fastq.gz	31573	24157	76.5115763468787
NR22_29_01_S223_R1_001.fastq.gz	58963	44550	75.5558570629039
NR22_29_02_S260_R1_001.fastq.gz	45420	35101	77.2809335094672
NR22_29_03_S312_R1_001.fastq.gz	52166	38983	74.7287505271633
NR3_08A_01_S90_R1_001.fastq.gz	32743	25249	77.1126653025074
NR3_28_03_S335_R1_001.fastq.gz	40176	27744	69.0561529271207
NR3_29_04_S359_R1_001.fastq.gz	32447	24040	74.0900545504977
NR3_43_05_S365_R1_001.fastq.gz	3175	948	29.8582677165354
NR3_43_08_S124_R1_001.fastq.gz	46918	39859	84.9546016454239
NR7_22_02_S343_R1_001.fastq.gz	48166	35535	73.7761076277872
PM1_16_10_S328_R1_001.fastq.gz	45023	31402	69.7465739733025
PM1_31_01_S292_R1_001.fastq.gz	33957	24397	71.8467473569514
PM1_31_01A_S204_R1_001.fastq.gz	2135	755	35.3629976580796
PM19_43_02_S309_R1_001.fastq.gz	40731	28306	69.4949792541308
PM19_67_01_S176_R1_001.fastq.gz	35404	27318	77.1607727940346
PM2_43_02_S339_R1_001.fastq.gz	49778	35304	70.9228976656354
PM2_48_02_S30_R1_001.fastq.gz	31685	21624	68.2468044816159
PM2_49_04_S108_R1_001.fastq.gz	44592	30765	68.9921959095802
PM2_51_01_S161_R1_001.fastq.gz	38269	26321	68.7789072094907
PM2_51_03_S154_R1_001.fastq.gz	26249	18551	70.6731685016572
PM2_51_08_S69_R1_001.fastq.gz	27251	18953	69.5497412938975
PM2_51_09A_S127_R1_001.fastq.gz	32260	22767	70.5734655920645
PM2_52_13_S107_R1_001.fastq.gz	25822	16783	64.9949655332662
PM2_53_06_S115_R1_001.fastq.gz	62112	43432	69.925296239052
PM2_53_07_S57_R1_001.fastq.gz	31556	20828	66.0032957282292
PM2_65_06_S255_R1_001.fastq.gz	41358	27196	65.7575317955414
PM20_40_02_S331_R1_001.fastq.gz	41662	32210	77.31265901781
PM20_55_02_S364_R1_001.fastq.gz	34802	26932	77.3863571059134
PM20_62_01_S256_R1_001.fastq.gz	45003	29211	64.9090060662623
PM20_65_07_S4_R1_001.fastq.gz	32164	24443	75.9949011317
PM21_70_04_S263_R1_001.fastq.gz	31228	23181	74.2314589470988
PM22_65_03_S15_R1_001.fastq.gz	2491	1889	75.8329987956644
PM22_67_01_S180_R1_001.fastq.gz	42775	33346	77.9567504383402
PM23_43_01_S320_R1_001.fastq.gz	63000	42620	67.6507936507936
PM25_48_01_S46_R1_001.fastq.gz	33405	23818	71.3007034875019
PM25_49_01_S224_R1_001.fastq.gz	42937	21987	51.2075832032979
PM25_70_05_S332_R1_001.fastq.gz	37359	23454	62.7800529992773
PM26_49_02_S39_R1_001.fastq.gz	31912	22982	72.0167961895212
PM26_70_01_S327_R1_001.fastq.gz	33765	24179	71.6096549681623
PM3_48_01_S47_R1_001.fastq.gz	36757	27905	75.9175123105803
PM3_49_02_S110_R1_001.fastq.gz	39980	28611	71.5632816408204
PM3_49_04_S102_R1_001.fastq.gz	49871	34983	70.1469792063524
PM3_51_05_S112_R1_001.fastq.gz	38316	25655	66.956362877127
PM3_52_01_S55_R1_001.fastq.gz	32302	21587	66.8286793387406
PM3_54_05_S91_R1_001.fastq.gz	19935	13432	67.3789816904941
PM3_70_01_S71_R1_001.fastq.gz	31214	21646	69.3470878451977
PM4_40_02_S307_R1_001.fastq.gz	46692	35200	75.3876467060738
PM5_47_02_S50_R1_001.fastq.gz	34367	25049	72.8867809235604
PM5_55_01_S155_R1_001.fastq.gz	40071	29921	74.6699608195453
PM5_69_02_S348_R1_001.fastq.gz	37554	29514	78.5908292059435
PM5_70_07_S228_R1_001.fastq.gz	57196	42300	73.9562207147353
PM6_47_02_S304_R1_001.fastq.gz	25564	18787	73.4900641527148
PM6_49_01_S203_R1_001.fastq.gz	7217	5624	77.9271165304143
PM6_65_01_S51_R1_001.fastq.gz	38711	27552	71.1735682364186
PM6_70_03_S172_R1_001.fastq.gz	36867	22506	61.0464643176825
PM6_70_04_S118_R1_001.fastq.gz	44593	31974	71.7018366111273
PM6_70_12_S354_R1_001.fastq.gz	40114	29440	73.3908361170664
PM6_72A_02_S214_R1_001.fastq.gz	37420	26702	71.3575628006414
PM7_62_02_S210_R1_001.fastq.gz	42217	31342	74.2402349764313
PM7_63_01_S219_R1_001.fastq.gz	42654	32056	75.1535612134852
PM7_70_01_S164_R1_001.fastq.gz	36224	26634	73.5258392226148
PM9_49_01_S150_R1_001.fastq.gz	52248	36330	69.5337620578778
PN05_S1_R1_001.fastq.gz	5801	4	0.0689536286847095
PN06_S97_R1_001.fastq.gz	37781	26127	69.1538074693629
PN07_S193_R1_001.fastq.gz	3154	1295	41.0589727330374
PN08_S289_R1_001.fastq.gz	7194	3917	54.4481512371421
SD17_40_01_S361_R1_001.fastq.gz	27146	19776	72.8505120459736
SD18_27_01_S334_R1_001.fastq.gz	42563	29104	68.3786387237742
SD18_40_01_S251_R1_001.fastq.gz	41812	28653	68.5281737300296
SD2_31_01_S45_R1_001.fastq.gz	24738	17371	70.2199046002102
SD2_40_01_S32_R1_001.fastq.gz	31449	18797	59.7697860027346
SD2_40_08_S99_R1_001.fastq.gz	32975	21808	66.1349507202426
SD20_16A_01_S27_R1_001.fastq.gz	33238	25945	78.0582465852338
SD20_24_05_S245_R1_001.fastq.gz	39585	30746	77.6708349122142
SD20_27_02_S264_R1_001.fastq.gz	33289	20728	62.2668148637688
SD20_28_01_S242_R1_001.fastq.gz	44034	34467	78.2736067584139
SD20_30_01_S366_R1_001.fastq.gz	43641	34472	78.989940652139
SD21_08_01_S171_R1_001.fastq.gz	35093	22953	65.4062063659419
SD21_19_01_S277_R1_001.fastq.gz	41641	27047	64.9528109315338
SD21_27_01_S282_R1_001.fastq.gz	41545	30821	74.1870261162595
SD21_28_01_S34_R1_001.fastq.gz	36304	28099	77.3991846628471
SD22_39_01_S84_R1_001.fastq.gz	29215	20143	68.9474584973473
SD23_29_01_S9_R1_001.fastq.gz	35712	27133	75.9772625448029
SD23_40_04_S70_R1_001.fastq.gz	28077	18253	65.0105068205293
SD24_50_01_S376_R1_001.fastq.gz	28417	21820	76.785023049583
SD27_40_02_S92_R1_001.fastq.gz	34192	23312	68.1796911558259
SD3_26_04_S170_R1_001.fastq.gz	23329	16582	71.0789146555789
SD3_36_02_S49_R1_001.fastq.gz	28777	21223	73.7498696875977
SD3_40_01_S308_R1_001.fastq.gz	23904	15858	66.3403614457831
SD3_40_04_S235_R1_001.fastq.gz	28964	19955	68.8958707360862
SD3_40_12_S65_R1_001.fastq.gz	22896	15517	67.7716631726066
SD4_25_03_S153_R1_001.fastq.gz	39130	28006	71.5716841298237
SD4_27_01_S162_R1_001.fastq.gz	36574	28622	78.2577787499316
SD4_40_01_S130_R1_001.fastq.gz	25407	19181	75.4949423387256
SD4_40_07_S227_R1_001.fastq.gz	44837	30593	68.2315944420902
SD6_27_03_S218_R1_001.fastq.gz	39610	30162	76.1474375157788
SD6_36_01_S238_R1_001.fastq.gz	34937	26746	76.554941752297
SD7_26_01_S105_R1_001.fastq.gz	26385	20189	76.5169603941633
SD7_26_03_S370_R1_001.fastq.gz	35226	27904	79.2142167717027
SD7_28_05_S233_R1_001.fastq.gz	29706	23050	77.5937521039521
SD7_28_08_S8_R1_001.fastq.gz	65680	42552	64.7868453105968
SD7_39_07_S148_R1_001.fastq.gz	48072	17076	35.5217174238642
SD7_39_14_S145_R1_001.fastq.gz	18250	13069	71.6109589041096
SD7_39_16_S212_R1_001.fastq.gz	51828	34927	67.390213784055
SD7_40_06_S237_R1_001.fastq.gz	32570	21947	67.3840957936752
SD8_29_06_S197_R1_001.fastq.gz	42940	33592	78.2300884955752
SD9_08_02_S123_R1_001.fastq.gz	36289	23747	65.4385626498388
SD9_09_07_S338_R1_001.fastq.gz	43843	31224	71.2177542595169
SD9_09_08_S100_R1_001.fastq.gz	27291	19589	71.7782419112528
SD9_40_04_S126_R1_001.fastq.gz	37561	24678	65.7011261680999
SD9_40_05_S125_R1_001.fastq.gz	30006	20374	67.8997533826568
W10_11_01_S303_R1_001.fastq.gz	33977	23506	69.1820937693145
W15_36_01_S213_R1_001.fastq.gz	32079	23480	73.194301568004
W16_05_01_S136_R1_001.fastq.gz	40227	30862	76.7196161781888
W16_13_01_S111_R1_001.fastq.gz	37871	25469	67.251987008529
W17_13_01_S18_R1_001.fastq.gz	29865	21092	70.6244768123221
W17_18_02_S134_R1_001.fastq.gz	43551	29187	67.0179789212647
W17_19_01_S103_R1_001.fastq.gz	43073	29588	68.6926845123395
W18_08_01_S114_R1_001.fastq.gz	36439	28714	78.8001866132441
W18_08_05_S185_R1_001.fastq.gz	44942	34442	76.6365537804281
W18_10_01_S144_R1_001.fastq.gz	40940	32010	78.1875915974597
W18_10_02_S152_R1_001.fastq.gz	38549	29125	75.5531920412981
W18_11_03_S252_R1_001.fastq.gz	42091	29398	69.8439096243853
W18_13_01_S31_R1_001.fastq.gz	33121	25679	77.5308716524259
W18_14_01_S230_R1_001.fastq.gz	44524	33136	74.4227832180397
W18_16_02_S194_R1_001.fastq.gz	32241	25240	78.2854129834682
W18_16_03_S196_R1_001.fastq.gz	42319	34138	80.6682577565632
W18_18_02_S262_R1_001.fastq.gz	31558	20905	66.2431079282591
W18_29_02_S269_R1_001.fastq.gz	45	1	2.22222222222222
W18_30_01_S67_R1_001.fastq.gz	29048	21617	74.4182043514183
W18_34_02_S59_R1_001.fastq.gz	36177	27012	74.6662243967161
W18_40_01_S68_R1_001.fastq.gz	28794	22568	78.3774397443912
W19_08_04_S63_R1_001.fastq.gz	35695	27424	76.8286874912453
W19_09_03_S271_R1_001.fastq.gz	37721	29602	78.4761803769783
W19_09_05_S266_R1_001.fastq.gz	39621	31211	78.7738825370384
W19_09_06_S87_R1_001.fastq.gz	23427	17861	76.2410893413583
W19_13_01_S279_R1_001.fastq.gz	43121	33271	77.1573015468101
W19_40_01_S116_R1_001.fastq.gz	25389	20115	79.2272243885147
W19_40_03_S322_R1_001.fastq.gz	42578	33247	78.0849264878576
W2_26_05_S62_R1_001.fastq.gz	25624	17866	69.7236965344989
W20_05_05_S243_R1_001.fastq.gz	41985	32855	78.2541383827557
W20_10_01_S372_R1_001.fastq.gz	34194	27039	79.0752763642744
W20_18_03_S258_R1_001.fastq.gz	40591	29331	72.2598605602227
W20_18_05_S326_R1_001.fastq.gz	37928	28145	74.2063910567391
W20_18_06_S367_R1_001.fastq.gz	49381	38242	77.4427411352545
W20_18_08_S368_R1_001.fastq.gz	42094	30867	73.3287404380672
W21_15_01_S336_R1_001.fastq.gz	38098	29163	76.5473253189144
W21_15_02_S165_R1_001.fastq.gz	49076	37560	76.5343548781482
W21_16_03_S315_R1_001.fastq.gz	42490	28785	67.7453518474935
W21_18_03_S142_R1_001.fastq.gz	37469	27918	74.5095945982012
W21_18_04_S382_R1_001.fastq.gz	41669	32402	77.7604454150568
W22_15_01_S295_R1_001.fastq.gz	34988	24390	69.7096147250486
W23_02_01_S311_R1_001.fastq.gz	41488	31723	76.4630736598534
W23_02_02_S375_R1_001.fastq.gz	38989	29714	76.2112390674293
W23_18_01_S77_R1_001.fastq.gz	18365	11605	63.1908521644432
W3_18_06_S187_R1_001.fastq.gz	59547	42147	70.7793843518565
W3_36_01_S61_R1_001.fastq.gz	34245	23475	68.5501533070521
W4_11_01_S195_R1_001.fastq.gz	48693	39221	80.5475119627051
W4_30_04_S220_R1_001.fastq.gz	46922	34955	74.4959720387025
W5_29_01_S310_R1_001.fastq.gz	47578	36562	76.8464416326874
W7_02_01_S38_R1_001.fastq.gz	32405	23573	72.7449467674741
W7_02_05_S362_R1_001.fastq.gz	45601	31946	70.0554812394465
W7_08_01_S181_R1_001.fastq.gz	41049	30952	75.4025676630369
W7_18_07_S229_R1_001.fastq.gz	44074	32089	72.8070971547851
W7_25_02_S198_R1_001.fastq.gz	58685	46390	79.0491607736219
W8_10_01_S330_R1_001.fastq.gz	47170	34365	72.8535085859657
W8_10_02_S202_R1_001.fastq.gz	41496	30186	72.7443609022556
W8_12_01_S240_R1_001.fastq.gz	34978	17579	50.2573045914575
W8_18_04_S122_R1_001.fastq.gz	31803	23075	72.5560481715561
W8_18_08_S24_R1_001.fastq.gz	29214	14338	49.0792085986171
W8_25_02_S19_R1_001.fastq.gz	27987	21789	77.8540036445493
W9_10_02_S43_R1_001.fastq.gz	33069	23135	69.9597810638362
W9_10_03_S178_R1_001.fastq.gz	51100	34356	67.2328767123288
W9_11_01_S189_R1_001.fastq.gz	37045	25948	70.0445404238089
