row_names	input	filtered	denoisedF	denoisedR	merged	nosingletons	nochimeras	percent_singletons	percent_chimeras	percent_retained_of_total
ED6_09_02	45502	30446	30208	30123	27474	27190	24541	1.0337045934338	9.74255240897389	53.9338930156916
ED6_10_01	45732	32607	32548	32282	29881	29760	23865	0.404939593721764	19.8084677419355	52.1844660194175
ED6_13_10	48211	34115	34022	33806	30267	30177	28090	0.297353553374961	6.91586307452697	58.2647113729232
ED6_13_14	41895	29052	28915	28941	26317	26254	22738	0.239388988106555	13.3922449912394	54.2737796873135
ED6_13_17	57966	39576	39436	39197	35711	35655	29090	0.156814426927269	18.4125648576637	50.1845909671187
ED6_13_24	40039	29773	29730	29699	28336	28278	18806	0.204686617730104	33.4960039606761	46.9692050251005
ED6_15_01	45048	17037	16921	16892	14760	14624	11843	0.921409214092137	19.0166849015317	26.2897353933582
ED6_19A_03	48695	32065	31979	31978	29661	29339	25887	1.08560062034321	11.765908858516	53.1615155560119
ED6_22A_02	54166	38725	38621	38641	35517	35449	30756	0.191457611847852	13.2387373409687	56.7810065354651
ED6_22A_03	58700	37957	37874	37849	33242	33185	23931	0.171469827326874	27.8860931143589	40.7683134582623
ED6_22A_05	35972	24403	24370	24286	22418	22283	20051	0.602194665001349	10.016604586456	55.7405760035583
ED6_28A_03	39941	26043	25867	25918	24677	24567	23349	0.445759208980022	4.95787031383563	58.4587266217671
ED6_28A_08	41231	12993	12965	12942	8644	8641	8580	0.03470615455808	0.705936812868885	20.8095850209794
ED6_31_07	47025	16097	16086	16092	14760	14760	13782	0	6.6260162601626	29.3078149920255
ED7_01_05	53439	21549	21445	21494	20534	20530	20241	0.0194798870166579	1.40769605455431	37.8768315275361
ED7_06_04	42202	24063	23898	23912	23060	22920	18395	0.607111882046823	19.7425828970332	43.5879816122459
ED7_13_04	44844	26521	26322	26328	23548	22609	14397	3.98759979616104	36.3218187447477	32.1046293818571
ED7_13_07	58717	40274	40182	40170	36607	36462	33854	0.396099106728215	7.15265207613406	57.6562154061005
ED7_24A_01	54681	37216	37153	36850	30875	30781	29205	0.30445344129555	5.12004158409408	53.4097767048884
ED7_27A_02	45063	30951	30817	30770	29473	29238	28057	0.79733993824857	4.03926397154389	62.2617224774205
ED7_29_01	58395	31896	31497	31553	17309	16948	14016	2.08562019758507	17.2999763983951	24.0020549704598
ED7_31_02	43038	27940	27817	27854	25341	25077	21046	1.04178998460992	16.0744905690473	48.9009712347228
ED7_32_04	46591	33680	33642	33623	29813	29785	25909	0.0939187602723592	13.0132617089139	55.609452469361
ED8_01_04	46277	32923	32851	32872	32467	32360	31588	0.329565404872639	2.38566131025958	68.2585301553688
ED8_13_06	66367	42630	42369	42510	38769	37759	32557	2.60517423714823	13.776847903811	49.0560067503428
ED8_17_02	54246	38809	38769	38732	33848	33711	31266	0.404750649964541	7.25282548722969	57.6374294878885
ED8_19A_11	47517	32530	32463	32456	31302	31241	28930	0.194875726790627	7.39733043116418	60.883473283246
ED8_22B_01	46271	22363	22274	22211	20059	19986	15734	0.363926417069649	21.2748924246973	34.0040197964168
ED8_22B_02	46853	30809	30410	30416	27314	26830	21152	1.77198506260525	21.1628773760716	45.1454549335155
ED8_26A_01	52816	29861	29776	29831	23108	23068	20484	0.173100225030282	11.2016646436622	38.7837019085126
ED8_28A_01	48302	27204	27095	27075	24797	24614	21928	0.737992499092627	10.9124888274965	45.3977060991263
ED8_32_02	49879	34388	34281	33990	29124	29086	23061	0.130476582886956	20.714433060579	46.23388600413
ED9_19A_07	37771	27026	26961	26983	24941	24878	20351	0.252596126859387	18.1968003858831	53.8799608164994
HR1_14_02	29154	17556	17521	17534	15609	15560	15038	0.313921455570508	3.35475578406169	51.581258146395
HR1_14A_03	45259	27055	27033	27039	24034	24029	23971	0.0208038611966401	0.241375005202045	52.964051348903
HR1_23_03	39843	22218	22161	22156	19551	19517	18596	0.173904148125416	4.71896295537223	46.6731922796978
HR1_29_02	50581	22236	22198	22141	14040	13916	13529	0.883190883190892	2.780971543547	26.7471975643028
HR1_34_01	42237	24879	24844	24804	18005	17953	16126	0.288808664259932	10.1765721606417	38.1797949664986
HR15_36_01	68152	41052	40901	41016	17716	17687	17577	0.163693836080384	0.621925708147231	25.790879211175
HR16_34_01	44894	27034	26982	26988	19542	19531	16664	0.0562890185241969	14.679227894117	37.1185459081392
HR17_07A_01	45051	22172	22093	21009	19778	19627	18923	0.763474567701479	3.58689560299588	42.0035071363566
HR18_01_03	10081	8002	7938	7998	7936	7936	7936	0	0	78.7223489733161
HR18_23_06	55606	34979	34701	34674	30156	29807	27525	1.15731529380555	7.6559197503942	49.5000539510125
HR18_24_04	43726	27228	27184	27152	25908	25801	24982	0.41299984560753	3.17429556993915	57.1330558477794
HR18_32_13	44886	33794	33555	33688	32322	32244	21493	0.241321700389832	33.342637389902	47.8835271576884
HR18_32_16	42784	29428	29314	29302	27903	27851	15738	0.186359889617606	43.4921546802628	36.7847793567689
HR18_32_18	45194	30067	29920	29783	27284	27056	13864	0.835654596100284	48.7581312832643	30.6766384918352
HR19_04_08	75446	49051	49013	48995	48231	48209	47740	0.0456138168397899	0.972847393640194	63.2770458341065
HR19_04_10	46904	28540	28444	28499	22615	22550	17157	0.287419854079147	23.9157427937916	36.5789698106771
HR19_07_11	46065	27531	27443	27489	25962	25773	25420	0.727987058007855	1.36965040934311	55.1828937371106
HR19_23_02	7913	5066	5043	5032	3297	3297	3016	0	8.52289960570215	38.1144951345887
HR19_25_03	41872	27604	27592	27578	27196	27196	27167	0	0.106633328430647	64.8810661062285
HR19_27_06	48285	32242	32213	32201	31989	31979	31905	0.0312607458813972	0.231401857468967	66.076421248835
HR19_27_10	42148	27882	27823	27832	27369	27337	27262	0.116920603602622	0.274353440392133	64.6815981778495
HR19_31_04	48860	31898	31863	31869	31392	31341	30878	0.162461773700301	1.47729810790976	63.1968890708146
HR19_32_05	39898	28756	28613	28171	26604	26555	13633	0.184182829649686	48.6612690642064	34.1696325630357
HR19_32_08	45702	32426	32268	32326	30532	30462	13848	0.229267653609327	54.5400827260193	30.3006432978863
HR19_32_09	50877	36507	36411	36312	34101	33588	11710	1.50435471100553	65.1363582231749	23.0162941997366
HR19_32_12	71370	66675	66275	66631	58254	58254	58254	0	0	81.6225304749895
HR19_32_14	9245	7064	6994	7046	6964	6964	6964	0	0	75.3272038939968
HR19_32_20	41729	29922	29825	29810	28147	28050	13434	0.344619319998571	52.1069518716578	32.1934386158307
HR19_34_01	51514	34571	34529	34543	33970	33961	33900	0.0264939652634695	0.179617796884656	65.8073533408394
HR19_34_02	41689	27468	27443	27446	27045	27034	26884	0.0406729524866023	0.55485684693349	64.4870349492672
HR19_34_03	53650	24105	24066	24055	23417	23323	23270	0.401417773412476	0.227243493547149	43.3737185461323
HR19_34_04	63800	41183	41147	41124	40599	40599	40347	0	0.620704943471523	63.2398119122257
HR19_34_05	55645	37074	37052	37045	36468	36450	36304	0.0493583415597243	0.400548696844993	65.2421601222032
HR19_34_06	45174	29739	29726	29719	29339	29332	29300	0.023859027233371	0.109095867994	64.8603178819675
HR19_36_01	44622	29305	29280	29263	28819	28755	28742	0.222075713938722	0.0452095287776046	64.4121733673973
HR20_04_04	48140	30846	30819	30770	30317	30295	30178	0.0725665468219177	0.386202343621051	62.6879933527212
HR20_22_01	55940	36612	36532	36476	35399	35157	33815	0.683635130935897	3.81716301163353	60.4486950303897
HR20_33_05	46887	31848	31804	31824	31383	31373	31192	0.0318643851766893	0.576929206642646	66.5259027022416
HR20_33_08	55183	37166	37138	37118	36479	36452	36421	0.0740151868198069	0.0850433446724423	66.0003986735045
HR20_33_10	47147	31431	31416	31406	31000	31000	30898	0	0.329032258064515	65.5354529450442
HR23_18_01	46744	33849	33808	33775	30278	30224	29260	0.178347314882089	3.18951826363156	62.5962690398768
HR24_18_13	49793	31521	31500	31500	29235	29176	28719	0.201812895501959	1.56635590896627	57.6767818769707
HR3_23_04	42003	24476	24459	24396	21772	21755	20921	0.0780819401065571	3.83360147092623	49.8083470228317
HR3_32_07	41865	29107	28969	28966	27454	27394	12548	0.218547388358715	54.1943491275462	29.9725307536128
HR6_12C_03	49628	32098	31982	31976	30228	30041	28295	0.618631732168851	5.81205685563064	57.0141855404207
HR6_23_02	30819	15469	15413	15399	13032	12999	12920	0.253222836095773	0.607739056850534	41.92219085629
HR6_24_01	47863	34910	34830	34849	33924	33762	32569	0.477538026176163	3.53355843848114	68.0462988111903
HR6_24_05	31344	10181	10110	10132	9897	9864	9477	0.333434374052743	3.92335766423358	30.2354517611026
HR6_28_02	51159	34407	34322	34276	31149	30863	24045	0.918167517416293	22.0911771376729	47.0005277663754
HR6_28_05	61521	43275	43132	43222	37548	37410	34867	0.367529562160442	6.79764768778401	56.6749565189122
HR6_36_01	55839	40216	40175	40158	39296	39288	34564	0.0203583061889248	12.0240276929342	61.8993893157112
HR6_36_03	33809	22329	22249	22196	20245	20143	18910	0.503828105705111	6.12123318274338	55.9318524653199
HR6_36_03A	49161	35157	34991	35119	31855	31691	30213	0.514832836289429	4.6637846707267	61.4572527003112
HR7_04_02	43576	28982	28843	28926	27064	26832	20289	0.857227313035764	24.3850626118068	46.5600330457132
HR7_05A_01	40157	21604	21593	21592	1436	1434	903	0.139275766016709	37.0292887029289	2.24867395472769
HR7_07A_06	44913	30648	30514	30555	27603	27581	23782	0.0797014817230064	13.7739748377506	52.9512613274553
HR7_12C_04	51579	32606	32537	32564	31704	31670	30763	0.10724198839263	2.86390906220397	59.6424901607243
HR7_23_02	49761	30226	30080	30046	27367	26956	24726	1.5018087477619	8.27274076272444	49.6895158859348
HR7_28_01	50784	34322	34265	34276	29275	29246	27896	0.0990606319385137	4.61601586541749	54.9306868304978
HR7_28_05	35668	25536	25487	25472	23585	23476	20628	0.462158151367404	12.1315385926052	57.8333520242234
HR7_31_01	40481	25754	25589	25690	25120	24951	22837	0.672770700636931	8.47260630836439	56.4141202045404
HR7_36_01	52977	36326	36268	36309	33695	33617	25496	0.231488351387441	24.1574203527977	48.1265454820016
HR8_07A_01	47434	34342	34189	34251	31045	31045	29800	0	4.01030761797391	62.8241345870051
HR8_07A_02	52322	34274	34123	34014	31016	30633	24385	1.23484653082279	20.3963046387882	46.6056343411949
HR8_23_01	52701	33145	33056	32851	28168	28042	26518	0.44731610337972	5.4347050852293	50.3178307811996
HR8_27_01	46307	32374	32268	32279	29572	29137	22996	1.47098606790207	21.0762947455126	49.6598786360593
HR8_27_04	62534	45682	45619	45590	42365	42162	38597	0.479169125457332	8.45548123903041	61.7216234368504
HR8_28_09	45627	31953	31794	31902	28175	28075	26512	0.354924578527061	5.56723063223508	58.1059460407215
HR8_33_01	54965	39606	39480	39425	38310	38142	37055	0.438527799530149	2.84987677625715	67.4156281269899
HR8_36_02	39337	28264	28178	28152	25448	25425	24206	0.0903803835271901	4.7944936086529	61.534941657981
HR8_36_07	48378	36369	36250	36233	32908	32817	31410	0.276528503707311	4.28741201206691	64.9262061267518
NR1_43_05	46924	23503	23343	23414	22684	22626	20235	0.255686827719984	10.5674887297799	43.1229221720228
NR14_09A_01	43880	16309	16280	16291	6479	6479	6479	0	0	14.7652689152233
NR16_43_01	43357	22630	22606	22611	22255	22217	22202	0.17074814648393	0.0675158662285611	51.2074174873723
NR18_01_02	55837	37791	37731	37757	37112	37022	36777	0.242509161457221	0.661768678083291	65.8649282733671
NR18_01_04	34304	23095	23073	23079	22816	22813	22813	0.0131486676016834	0	66.5024486940299
NR18_07A_01	52436	35742	35655	35702	35134	35126	35096	0.0227699664143017	0.0854068211581165	66.9311160271569
NR18_16_03	44737	23485	23466	23473	23074	23074	23055	0	0.0823437635433777	51.5345239957977
NR19_08_05	62019	39941	39894	39909	39314	39314	39247	0	0.170422750165329	63.2822199648495
NR20_01_06	52990	35057	35026	34991	34324	34301	34147	0.067008507167003	0.448966502434331	64.4404604642385
NR20_01_14	45978	31248	31200	31195	30772	30736	25678	0.116989470947615	16.4562727745966	55.8484492583409
NR20_02_01	47484	30412	30351	30380	30034	29991	23356	0.14317107278417	22.123303657764	49.1870946002864
NR20_02_02	45095	28781	28767	28757	28417	28417	28399	0	0.0633423654854539	62.9759396828917
NR20_08_05	44604	29874	29815	29833	29260	29239	29112	0.0717703349282317	0.434351380006163	65.2676889965026
NR20_19_02	48005	29514	29495	29470	29046	29046	29031	0	0.0516422226812665	60.4749505259869
NR20_19_06	36188	23509	23494	23500	23126	23120	23069	0.0259448240076097	0.220588235294116	63.747651155079
NR20_24_03	40335	24516	24492	24456	23004	22947	19942	0.247782994261868	13.0953937333856	49.4409321928846
NR20_24_06	50409	31971	31897	31918	31495	31474	31213	0.0666772503571877	0.829255893753583	61.9194985022516
NR20_25_04	51040	33226	33159	33172	32575	32511	22344	0.196469685341512	31.272492387192	43.7774294670846
NR20_29_09	46264	30021	29993	29994	29613	29613	29498	0	0.388342957484895	63.7601590869791
NR21_19_01	45725	30589	30557	30576	29986	29983	29840	0.0100046688454682	0.476936930927536	65.2597047566976
NR21_29_01	47690	30830	30777	30800	30309	30291	30114	0.059388300504807	0.584331979795977	63.1453134829105
NR21_44_02	53490	35783	35766	35746	35428	35428	35428	0	0	66.2329407365863
NR22_22_01	41390	15773	15677	15686	14785	14756	13361	0.196144741291846	9.45378151260505	32.2807441410969
NR22_29_04	48825	31573	31538	31536	31366	31340	19776	0.0828923037684177	36.8985322271857	40.5038402457757
NR23_22_01	57979	36449	36371	36355	35556	35278	32685	0.781865226684658	7.3501899200635	56.3738595008538
NR23_25_01	58074	38097	38020	37869	36852	36746	27168	0.287637034624993	26.0654220867577	46.7816923235872
NR25_29_01	48099	29297	29091	29125	28136	27786	23735	1.24395791868069	14.5792845317786	49.3461402523961
NR3_16_08	48297	19249	19203	19193	17103	17103	16387	0	4.18640004677542	33.9296436631675
NR3_24_01	43925	25884	25778	25754	14378	14328	12750	0.347753512310476	11.0134003350084	29.026750142288
NR3_29_06	44684	26892	26841	26845	26430	26393	24664	0.139992432841467	6.55097942636304	55.1964909139737
NR3_32_02	51739	31543	31516	31498	31037	31015	30750	0.0708831394786813	0.854425278091242	59.4329229401419
NR3_43_02	45961	21871	21821	21291	19736	19701	19684	0.177340899878402	0.0862900360387897	42.8276147168251
NR3_43_07	12953	5317	5288	5305	5202	5202	5143	0	1.13417916186083	39.7050876244885
NR6_01_02	46285	29511	29433	29467	28928	28716	25374	0.732853982300881	11.6381111575428	54.8212163767959
NR6_08A_01	46339	28832	28794	28775	28398	28382	18619	0.0563419959152043	34.3985624691706	40.1799779883036
NR6_22_01	44893	17322	17079	17188	9508	9416	8287	0.967606226335718	11.9902293967715	18.4594480208496
NR6_22_02	60477	34878	34805	34822	31746	31570	31495	0.554400554400559	0.237567310738044	52.0776493543
NR6_24_01	51082	28815	28726	28693	28111	27980	18976	0.466009747074096	32.1801286633309	37.1481147958185
NR6_25_02	40648	25216	25136	25126	24472	24283	20242	0.772311212814643	16.6412716715398	49.798268057469
NR6_25_03	56560	37919	37887	37881	37292	37292	37292	0	0	65.9335219236209
NR6_43_01	47738	25711	25612	25655	24143	24103	18419	0.165679493020747	23.5821267062191	38.583518371109
NR6_43_02	32534	19683	19627	19601	18877	18688	17348	1.00121841394289	7.17037671232876	53.3226778139792
NR6_43_03	50368	21351	21311	21334	18486	18437	17229	0.265065454938878	6.55204208927699	34.2062420584498
NR7_04A_03	47394	24259	23932	24116	12121	11848	9151	2.25228941506477	22.7633355840648	19.308351268093
NR7_07A_01	49509	35450	35224	35281	34196	33923	32432	0.798338987016024	4.39524806178699	65.5072815043729
NR7_08A_01	41409	26203	26194	26193	24079	24079	24079	0	0	58.1491946195272
NR7_08A_10	81186	56457	56255	56208	53666	52465	50130	2.23791599895651	4.4505861050224	61.7470992535659
NR7_14A_02	44029	31097	31036	31008	27122	27073	21294	0.180665142688596	21.3459904702102	48.3635785505008
NR7_27_02	44106	27073	26947	26866	26046	25641	21708	1.55494125777471	15.3387153387153	49.2177934974833
NR7_27_03	49161	29076	28907	28892	26109	25732	17023	1.44394653184725	33.8450178765739	34.6270417607453
NR7_27_06	44997	27568	27358	27350	24897	24504	20714	1.57850343414869	15.4668625530526	46.0341800564482
NR7_29_05	47937	32573	32542	32541	32130	32102	32102	0.0871459694989198	0	66.9670609341427
NR7_29_06	67767	47811	47636	47563	44178	43719	18774	1.03897867716964	57.0575722226034	27.7037496126433
NR8_05A_02	51348	34585	34465	34526	33647	33504	32237	0.425000743008297	3.78163801337153	62.7814131027499
NR8_06_02	52467	28872	28811	28755	27945	27796	26772	0.533190195025952	3.68398330695065	51.0263594259249
NR8_06A_01	41887	29331	29288	29282	26196	26100	25281	0.366468163078338	3.13793103448276	60.3552414830377
NR8_09_02	43859	30647	30514	30553	29720	29487	27339	0.783983849259755	7.28456607996745	62.3338425408696
NR8_09_03	52181	35467	35357	35272	34366	34251	32775	0.334633067566784	4.30936323027065	62.8102182786838
NR8_10_01	48997	26723	26683	26683	25604	25395	18922	0.81627870645211	25.4892695412483	38.6186909402616
NR8_10_03	38138	11214	11187	11176	10914	10914	9764	0	10.536925050394	25.6017620221302
NR8_19_01	55452	31347	31265	31260	30409	30254	21904	0.509717517840116	27.5996562438025	39.5008295462743
NR8_20_03	49487	32280	32159	32194	31697	31653	31270	0.138814398839003	1.20999589296433	63.1883120819609
PM1_15_03	16591	8199	8183	8162	8006	8004	7624	0.0249812640519593	4.74762618690654	45.9526249171237
PM12_52_01	42654	10484	10345	10420	7844	7829	7089	0.191228964813874	9.45203729722826	16.6197777465185
PM14_54A_01	46071	14826	14798	14797	5667	5657	5576	0.176460208223048	1.43185433975606	12.1030583230232
PM15_44_01	47218	24898	24867	24852	23820	23803	23166	0.0713685978169565	2.67613326051338	49.0617984666864
PM17_49_01	51579	26069	26053	26018	25603	25594	23094	0.0351521306096885	9.76791435492693	44.7740359448613
PM17_49_02	54736	24171	24139	24113	23740	23710	23334	0.126368997472611	1.58582876423449	42.6300789242911
PM17_72A_01	42980	23709	23663	23633	22050	21868	17586	0.825396825396822	19.5811231022499	40.9167054443927
PM18_49_01	46594	25040	25001	25005	24592	24547	23183	0.182986337020168	5.55668717154846	49.7553333047173
PM19_47_01	55102	36533	36473	36486	35828	35812	35608	0.0446578095344421	0.569641460962814	64.6219737940547
PM19_52_01	41768	26678	26649	26619	26118	26115	25773	0.0114863312658002	1.30959218839747	61.7051331162613
PM19_68_01	61337	25649	25634	25602	25150	25150	25136	0	0.0556660039761425	40.9801587948547
PM19_70_01	57505	34100	34025	34077	33178	33096	32489	0.247151727048049	1.83405849649505	56.4976958525346
PM19_70_02	44199	27339	27311	27308	26747	26747	26587	0	0.59819792873968	60.1529446367565
PM19_71_01	44225	29833	29746	29781	29297	29264	28869	0.112639519404723	1.34978130125751	65.2775579423403
PM19_71_03	45420	30736	30709	30689	30309	30275	30097	0.112177900953512	0.587943848059453	66.263760457948
PM2_47_01	64869	38965	38750	38884	35060	34627	33971	1.23502567027953	1.89447540936264	52.3686198338189
PM2_51_05	42588	21158	21138	21114	18419	18412	17636	0.0380042347575795	4.21464262437541	41.4107260261106
PM2_51_09	48812	25992	25906	25862	25055	24952	23518	0.411095589702654	5.74703430586726	48.1807752192084
PM2_61_03	79712	49205	48806	48974	46323	45435	42810	1.91697428922997	5.77748431825685	53.7058410276997
PM20_55_03	86056	56573	56538	56549	56238	56199	34578	0.0693481276005485	38.4722148080927	40.1808124941898
PM21_69_01	47834	31456	31431	31402	31210	31204	20303	0.0192246074975913	34.9346237661838	42.4447046034202
PM22_67_04	50047	33234	33197	33140	32692	32689	32476	0.00917655695582198	0.651595337881233	64.8910024576898
PM25_70_01	66775	34933	34739	34831	27841	27452	25214	1.39721992744514	8.15241148185925	37.7596405840509
PM5_55_03	36811	24019	23995	24003	23742	23696	15807	0.19374947350687	33.2925388251182	42.9409687321724
PM5_65_04	64968	43150	43132	43060	42577	42577	42518	0	0.138572468703757	65.4445265361409
PM5_70_01	34692	21012	20999	20996	20842	20842	20047	0	3.8144132041071	57.7856566355356
PM6_44_01	46138	29769	29718	29717	29438	29332	29212	0.360078809701747	0.409109504977494	63.3144046122502
PM6_46_01	93606	58974	58884	58851	55194	54755	54654	0.79537630901909	0.184458040361619	58.3872828664829
PM6_46_02	35323	22671	22584	22612	22269	22212	22187	0.255961201670488	0.112551773815952	62.8117657050647
PM6_46_04	51579	34131	33890	34039	30027	29298	28411	2.42781496653012	3.02751041026691	55.0824948137808
PM6_46_05	48143	29789	29720	29721	29328	29286	29203	0.143207855973813	0.283411869152488	60.6588704484556
PM6_47_01	46379	26300	26276	26268	24806	24669	16228	0.552285737321611	34.2170335238559	34.9899739106061
PM6_54A_01	46391	31668	31618	31602	31143	30973	30737	0.545869055646534	0.761953959900566	66.2563859369274
PM6_55_02	56799	31797	31611	31345	19841	19520	16793	1.61786200292325	13.9702868852459	29.5656613672776
PM6_61_01	45598	8212	8177	8172	5716	5701	5621	0.262421273617917	1.40326258551131	12.3272950568007
PM6_62_02	47308	32669	32580	32590	29491	29474	28640	0.0576447051642788	2.82961253986565	60.539443645895
PM6_63_01	49183	34281	34163	34170	30757	30667	29638	0.29261631498521	3.35539831088792	60.2606591708517
PM6_63_03	52701	38855	38819	38698	34905	34863	33060	0.120326600773524	5.17167197315204	62.7312574713952
PM6_70_02	44038	30290	30272	30228	28085	28063	26819	0.0783336300516311	4.4328831557567	60.8996775512058
PM6_70_08	56174	32222	32156	32106	30839	30804	29138	0.113492655403874	5.40838852097131	51.8709723359561
PM6_70_09	49336	30970	30891	30878	29519	29419	28421	0.338764863308384	3.39236547809239	57.607021242095
PM7_46_02	54431	32407	32230	32198	30087	29752	21307	1.11343769734437	28.3846464103254	39.1449725340339
PM7_48_02	60960	39240	39162	39182	38639	38581	26034	0.150107404435929	32.5211891863871	42.7066929133858
PM7_55_01	46112	30902	30737	30784	29341	28983	25872	1.22013564636515	10.7338784804886	56.1068702290076
PM7_71_01	43439	31659	31565	31558	28545	28407	26957	0.483447188649507	5.1043756820502	62.0571375952485
PM7_71_03	51373	35409	35282	35219	30455	30312	29275	0.469545230668203	3.42108735814199	56.9851867712612
PM8_43_01	56169	32073	31964	31927	21754	21571	20867	0.84122460237198	3.26364099949006	37.1503854439281
PM8_46_01	25866	16010	15968	15970	14545	14510	9858	0.240632519766237	32.0606478290834	38.1118070053352
PM8_46_02	46107	28232	28063	28089	25385	25055	22621	1.29998030332874	9.71462781879863	49.0619645606958
PM8_51A_01	41217	27065	26899	27049	25716	25634	24634	0.318867631046814	3.90106889287665	59.7666011597156
PM8_52A_01	50761	34338	34150	34191	30063	29858	27754	0.681901340518237	7.04668765489987	54.6758338094206
PM8_53_01	42355	29246	29153	28960	25502	25497	24450	0.0196063053878106	4.10636545475938	57.7263605241412
PM8_53_02	49208	36309	36239	36244	34375	34250	20200	0.36363636363636	41.021897810219	41.050235734027
PM8_59_01	46714	30037	29932	29901	27498	27159	20245	1.23281693214052	25.4574910710998	43.3381855546517
PM8_62_02	52161	33644	33557	33477	31008	30355	24513	2.10590815273478	19.2455938066216	46.9948812331052
PM8_64_02	37769	26681	26548	26626	24546	24386	21907	0.651837366577041	10.1656688263758	58.002594720538
PM8_72A_01	41925	29956	29893	29913	27107	27072	24772	0.129117940015504	8.49586288416076	59.0864639236732
PN09	1961	360	353	353	340	340	340	0	0	17.3380928097909
PN10	47397	25227	25213	25214	19522	19491	19491	0.158795205409277	0	41.1228558769542
PN11	19393	10451	10440	10439	9722	9721	9683	0.0102859493931362	0.390906285361595	49.9303872531326
PN12	15133	4277	4268	4268	4261	4261	4261	0	0	28.1570078636093
SD10_13_01	43163	28672	28600	28567	27917	27859	27343	0.207758713328801	1.85218421336013	63.3482380742766
SD10_39_02	40770	16356	16249	16256	11541	11508	10516	0.285937093839351	8.6200903719152	25.7934755948001
SD18_27_02	43818	22153	22016	22020	19032	18969	18484	0.331021437578812	2.55680320522958	42.1835775252179
SD18_39_15	48213	24273	24086	24145	13147	13101	12740	0.349889708678788	2.75551484619496	26.4244083545932
SD21_31A_01	69576	48129	48092	47892	43794	43378	39948	0.949901813033748	7.90723408179261	57.4163504656778
SD21_39_07	49055	32949	32916	32855	32294	32199	32118	0.294172292066648	0.251560607472285	65.473448170421
SD22_03_02	47427	30405	30320	30327	29964	29866	23526	0.327059137631821	21.2281524141164	49.6046555759378
SD23_50_01	43952	28286	28172	28171	24545	24434	22074	0.452230596862904	9.65867234181877	50.2229705132872
SD24_27_01	47678	31649	31587	31561	31110	30939	23162	0.549662487945994	25.1365590355215	48.5800578883342
SD24_39_01	8382	5617	5596	5591	5513	5509	5234	0.0725557772537684	4.99183154837539	62.443330947268
SD26_40_06	44447	21937	21810	21794	12316	12220	9878	0.779473855147771	19.1653027823241	22.2242221072288
SD3_39_05	46668	23388	23192	23186	18831	18610	15888	1.17359672879826	14.6265448683504	34.044741578812
SD3_40_02	52088	25722	25646	25683	20547	20524	20444	0.111938482503533	0.389787565776658	39.248963292889
SD6_03_10	52801	34892	34626	34583	32009	31863	30872	0.456121715767438	3.11019050309136	58.4685896100453
SD6_24_02	47715	31779	31765	31738	31344	31300	31172	0.140377743746811	0.408945686900964	65.3295609347165
SD6_26_11	53096	38493	38451	38441	37571	37524	35474	0.125096483990319	5.46317023771454	66.8110592135001
SD6_26_15	45095	31941	31854	31806	27895	27715	26066	0.645276931349699	5.94984665343677	57.8024171194146
SD6_36_10	44530	28768	28575	28567	27201	27021	21130	0.661740377192004	21.8015617482699	47.4511565236919
SD6_36_12	47815	33483	33389	33467	33116	33077	32689	0.117767846358248	1.17302052785924	68.3655756561748
SD6_37_07	50101	34005	33765	33786	32446	32301	30953	0.446896381680332	4.17324541035882	61.7812019720165
SD6_37_09	50022	31970	31887	31866	29597	29410	23870	0.631820792647915	18.8371302278137	47.7190036383991
