row_names	input	filtered	denoisedF	denoisedR	merged	nosingletons	nochimeras	percent_singletons	percent_chimeras	percent_retained_of_total
NR21_07A_01	44361	34478	34466	34468	34150	34140	34110	0.0292825768667626	0.0878734622144179	76.8918644755529
NR21_16_03	33160	26342	26307	26320	26071	26007	25820	0.245483487399795	0.719037182297072	77.8648974668275
NR21_24_01	35357	27367	27312	27340	27103	27081	19704	0.0811718259971173	27.240500720062	55.72871001499
NR21_27_06	35521	27383	27358	27374	27131	27099	20378	0.117946260734954	24.801653197535	57.3688803806199
NR22_01_02	36128	20139	20075	20094	19267	19228	18693	0.202418643276076	2.78240066569586	51.7410318866253
NR22_22_02	21280	13557	13488	13509	10022	10018	9665	0.039912193175013	3.52365741665002	45.4182330827068
NR22_23_01	35426	26816	26741	26519	24064	24063	23779	0.00415558510637482	1.18023521589163	67.1230169931689
NR22_24_01	38076	29368	29335	29334	29020	28900	27429	0.413507925568567	5.08996539792388	72.0375039394894
NR23_17B_01	40025	30107	29980	30065	28568	28507	27441	0.213525623074773	3.73943242010735	68.5596502186134
NR23_18_01	40724	28008	27833	27883	24208	23953	22509	1.05337078651685	6.02847242516596	55.2720754346331
NR3_01_01	37534	26462	26394	26147	19508	19431	15472	0.394709862620473	20.3746590499717	41.2212926946235
NR3_14B_04	42627	34939	34516	34875	32763	32240	25491	1.59631291395782	20.9336228287841	59.8001266802731
NR3_20_01	39885	31303	31226	31269	30744	30697	30090	0.152875357793391	1.97739192754992	75.4418954494171
NR3_29_07	36724	26194	26131	26087	25542	25526	20713	0.0626419231070372	18.8552848076471	56.4018080819083
NR7_22_03	40174	28843	28732	28654	26785	26301	22159	1.80698151950719	15.7484506292536	55.157564594016
PM1_04A_01	35014	21674	21622	21611	20811	20721	18820	0.432463600980242	9.17426765117514	53.7499285999886
PM1_15_01	35413	24422	24402	24379	23742	23710	21505	0.134782242439556	9.29987347110924	60.7262869567673
PM1_15_04	33908	23263	23192	23152	21714	21689	18609	0.1151330938565	14.2007469224031	54.8808540757343
PM1_16_01	43769	30250	30146	30166	28634	28614	25804	0.0698470349933586	9.82036765219823	58.9549681281272
PM1_16_02	35467	23945	23869	23875	22094	21902	16265	0.869014212003265	25.7373755821386	45.8595313953816
PM1_19_01	39756	27232	27138	27175	20281	20224	19866	0.281051230215468	1.77017405063292	49.9698158768488
PM1_19_03	40288	26240	26214	26162	26073	26063	25763	0.0383538526445051	1.15105705406131	63.9470810166799
PM1_19_05	33290	22158	22143	22121	21624	21598	20584	0.120236773954858	4.69487915547737	61.8323820967257
PM1_22_02	34473	24916	24864	24824	17399	17390	11441	0.0517271107534896	34.2093156986774	33.1882922867171
PM1_27_02	39442	27717	27679	27653	20636	20582	18625	0.261678619887576	9.50830823049267	47.2212362456265
PM18_70_01	30079	18672	18641	18630	18369	18364	18149	0.0272197724427059	1.17076889566543	60.3377771867416
PM19_40_02	36390	28340	28331	28322	28040	28037	28009	0.0106990014265307	0.0998680315297662	76.968947513053
PM19_41_01	44817	35274	35263	35261	34996	34982	34982	0.0400045719510729	0	78.0552022669969
PM19_49_02	34854	26807	26787	26727	26338	26325	26305	0.0493583415597243	0.0759734093067408	75.4719687840707
PM19_49_04	112753	76829	76698	76793	53225	53100	47753	0.234852043212769	10.0696798493409	42.3518664691849
PM19_69_11	36105	28173	28150	27773	27517	27513	27481	0.0145364683650087	0.116308654090787	76.1141116188894
PM19_71_04	29855	23905	23898	23890	23620	23620	23581	0	0.165114309906855	78.9850946240161
PM2_52_01	36265	24092	24000	24067	19718	19692	18687	0.131859214930515	5.10359536867765	51.5290224734593
PM2_52_10	40565	27627	27616	27624	24611	24611	23997	0	2.49481938970379	59.1569086651054
PM2_52_16	32993	23328	23272	23276	22419	22371	20526	0.214104108122569	8.24728443073623	62.2131967387021
PM2_53_08	37583	23725	23342	23418	17832	17542	14225	1.62628981606102	18.9089043438604	37.8495596413272
PM2_54_01	37340	25247	25173	25159	23998	23950	21744	0.200016668055667	9.21085594989562	58.2324584895554
PM2_54_07	40539	28680	28612	28640	27142	27132	24692	0.036843268734799	8.99307091257555	60.909247884753
PM2_56_01	34624	17823	17761	17684	16472	16450	15020	0.133559980573096	8.69300911854103	43.380314232902
PM2_56_06	33382	24096	23967	23671	22497	22300	17916	0.875672311863809	19.6591928251121	53.6696423222096
PM2_60_01	36517	28519	28333	28383	27509	27441	26893	0.247191828128976	1.99701177070807	73.6451515732399
PM2_65_04	40442	28868	28660	28779	27719	27468	23358	0.905516072008368	14.9628658802971	57.7567874981455
PM2_70_02	35685	25855	25804	25762	19822	19756	13935	0.332963374028864	29.4644664911926	39.0500210172341
PM20_40_01	47111	37280	37262	36760	36176	36136	36072	0.110570544007075	0.177108700464913	76.5681051134555
PM20_52A_01	39891	24695	24627	24638	23999	23955	23776	0.18334097254052	0.74723439782926	59.6024165851947
PM20_53A_02	38186	29105	28930	28892	26827	26424	19610	1.50221791478734	25.7871631849834	51.3538993348348
