reads.in	reads.out	percentage_retained
HR19_24_08_S375_R1_001.fastq.gz	41659	26303	63.1388175424278
HR19_25_02_S289_R1_001.fastq.gz	34615	18951	54.747941643796
HR19_27_07_S291_R1_001.fastq.gz	30882	25076	81.1994041836669
HR19_27_08_S302_R1_001.fastq.gz	3236	2524	77.9975278121137
HR19_27_09_S308_R1_001.fastq.gz	36036	26147	72.5579975579976
HR19_32_01_S357_R1_001.fastq.gz	34961	29645	84.7944852836017
HR19_32_02_S378_R1_001.fastq.gz	40224	33516	83.3233890214797
HR19_32_04_S301_R1_001.fastq.gz	39831	34523	86.6736963671512
HR19_32_16_S381_R1_001.fastq.gz	48523	38838	80.0403932155885
HR19_32_18_S383_R1_001.fastq.gz	50302	41080	81.6667329330842
HR19_32_19_S299_R1_001.fastq.gz	34652	29910	86.315364192543
HR19_34_08_S367_R1_001.fastq.gz	41456	33653	81.1776341181011
HR19_35_01_S370_R1_001.fastq.gz	32464	26069	80.3012567767373
HR20_31_02_S93_R1_001.fastq.gz	45689	35137	76.9047254262514
HR20_33_02_S89_R1_001.fastq.gz	29106	17587	60.4239675668247
HR20_33_12_S369_R1_001.fastq.gz	41478	31527	76.0089686098655
HR20_36_03_S83_R1_001.fastq.gz	32809	25312	77.1495626200128
HR21_07A_01_S78_R1_001.fastq.gz	52668	43166	81.9586845902635
HR21_12_04_S79_R1_001.fastq.gz	56824	44063	77.5429396029846
HR21_12_06_S91_R1_001.fastq.gz	42081	32966	78.3393930752596
HR21_19A_01_S82_R1_001.fastq.gz	45846	35837	78.1682153295816
HR22_07_02_S90_R1_001.fastq.gz	50945	41405	81.2739228579841
HR22_07_03_S95_R1_001.fastq.gz	42114	31290	74.2983330958826
HR22_07_05_S92_R1_001.fastq.gz	45393	35777	78.8161170224484
HR22_09_01_S81_R1_001.fastq.gz	35500	20301	57.1859154929577
HR22_21_02_S85_R1_001.fastq.gz	37936	27817	73.3261282159426
HR22_24_01_S87_R1_001.fastq.gz	35744	26895	75.2433974932856
HR22_27_01_S75_R1_001.fastq.gz	35313	28136	79.6760399852745
HR22_33_01_S86_R1_001.fastq.gz	40247	30604	76.0404502198922
HR25_27_02_S77_R1_001.fastq.gz	35611	21601	60.6582235826009
HR3_07_06_S244_R1_001.fastq.gz	40121	30219	75.3196580344458
HR3_07_11_S125_R1_001.fastq.gz	36215	26262	72.5169128814027
HR3_19A_10_S114_R1_001.fastq.gz	34709	27587	79.4808262986545
HR3_19A_12_S139_R1_001.fastq.gz	40511	33420	82.4961121670657
HR3_21_01_S253_R1_001.fastq.gz	42106	29814	70.8070108773097
HR3_23_03_S130_R1_001.fastq.gz	38212	28121	73.5920653197948
NR1_22_05_S287_R1_001.fastq.gz	34917	25329	72.5405962711573
NR1_43_01_S115_R1_001.fastq.gz	38986	25755	66.0621761658031
NR18_01_03_S304_R1_001.fastq.gz	41457	32644	78.7418288829389
NR18_02_01_S54_R1_001.fastq.gz	39842	30179	75.7466994628784
NR18_14B_01_S50_R1_001.fastq.gz	41306	31513	76.2915799157507
NR18_16_04_S121_R1_001.fastq.gz	28188	22089	78.3631332481907
NR18_19_01_S385_R1_001.fastq.gz	45609	34861	76.4344756517354
NR18_27_02_S56_R1_001.fastq.gz	46631	34914	74.8729386030752
NR18_27_03_S66_R1_001.fastq.gz	42684	33898	79.4161746790366
NR18_27_04_S63_R1_001.fastq.gz	39292	29971	76.277613763616
NR18_28_01_S65_R1_001.fastq.gz	28702	15401	53.6582816528465
NR18_28_02_S112_R1_001.fastq.gz	40241	29218	72.6075395740663
NR18_28_03_S101_R1_001.fastq.gz	37796	29091	76.9684622711398
NR18_28_04_S69_R1_001.fastq.gz	40980	32369	78.9873108833577
NR18_29_02_S107_R1_001.fastq.gz	39096	28880	73.8694495600573
NR18_29_03_S105_R1_001.fastq.gz	36892	28016	75.9405833242979
NR18_29_04_S73_R1_001.fastq.gz	38532	17216	44.6797467040382
NR18_31_02_S67_R1_001.fastq.gz	39743	27163	68.3466270789825
NR18_32_01_S64_R1_001.fastq.gz	42057	32167	76.4842951232851
NR18_43_02_S60_R1_001.fastq.gz	31910	24790	77.6872453776246
NR18_43_03_S71_R1_001.fastq.gz	42922	31877	74.2672755230418
NR18_43_04_S59_R1_001.fastq.gz	37380	28746	76.9020866773676
NR18_43_05_S154_R1_001.fastq.gz	30335	23196	76.4661282347124
NR18_44_01_S184_R1_001.fastq.gz	39855	30058	75.418391669803
NR18_44_02_S185_R1_001.fastq.gz	41622	31207	74.9771755321705
NR19_06_04_S165_R1_001.fastq.gz	35342	27639	78.2044026936789
NR19_08_01_S157_R1_001.fastq.gz	36410	29022	79.7088711892337
NR19_08_02_S175_R1_001.fastq.gz	42503	33555	78.9473684210526
NR19_08_03_S177_R1_001.fastq.gz	40214	31249	77.7067687869896
NR19_08_04_S167_R1_001.fastq.gz	40349	32424	80.3588688691169
NR19_08_06_S190_R1_001.fastq.gz	34809	26519	76.1843201470884
NR19_18_01_S162_R1_001.fastq.gz	41369	30425	73.5454083975924
NR19_29_02_S164_R1_001.fastq.gz	36226	27136	74.9075249820571
NR2_12_01_S88_R1_001.fastq.gz	35755	24410	68.2701720039155
NR2_43_04_S131_R1_001.fastq.gz	25741	17590	68.3345635367701
NR20_01_03_S250_R1_001.fastq.gz	37931	29123	76.7788879808073
NR20_01_10_S280_R1_001.fastq.gz	43273	33403	77.1913202227717
NR20_16_06_S242_R1_001.fastq.gz	38538	29324	76.0911308319062
NR20_17B_02_S113_R1_001.fastq.gz	40148	28622	71.2912224768357
NR20_19_03_S265_R1_001.fastq.gz	37782	20022	52.9934889629983
NR20_24_04_S145_R1_001.fastq.gz	38981	30185	77.4351607193248
NR20_25_01_S155_R1_001.fastq.gz	36614	28178	76.9596329272956
NR20_30A_03_S151_R1_001.fastq.gz	48862	37422	76.5871229176047
NR20_44_09_S136_R1_001.fastq.gz	42732	33992	79.5469437423945
NR20_44_12_S183_R1_001.fastq.gz	40706	31667	77.7944283398025
NR20_44_16_S126_R1_001.fastq.gz	42050	32693	77.7479191438763
NR21_07A_01_S104_R1_001.fastq.gz	44361	34478	77.7214219697482
NR21_16_03_S117_R1_001.fastq.gz	33160	26342	79.4390832328106
NR21_24_01_S159_R1_001.fastq.gz	35357	27367	77.4019288966824
NR21_27_06_S278_R1_001.fastq.gz	35521	27383	77.0896089637116
NR22_01_02_S257_R1_001.fastq.gz	36128	20139	55.7434676705049
NR22_22_02_S147_R1_001.fastq.gz	21280	13557	63.7077067669173
NR22_23_01_S161_R1_001.fastq.gz	35426	26816	75.6958166318523
NR22_24_01_S191_R1_001.fastq.gz	38076	29368	77.1299506250657
NR23_17B_01_S166_R1_001.fastq.gz	40025	30107	75.2204871955028
NR23_18_01_S153_R1_001.fastq.gz	40724	28008	68.775169433258
NR3_01_01_S102_R1_001.fastq.gz	37534	26462	70.5014120530719
NR3_14B_04_S197_R1_001.fastq.gz	42627	34939	81.9644826049218
NR3_20_01_S284_R1_001.fastq.gz	39885	31303	78.483139024696
NR3_29_07_S288_R1_001.fastq.gz	36724	26194	71.3266528700577
NR7_22_03_S243_R1_001.fastq.gz	40174	28843	71.7951909195002
PM1_04A_01_S263_R1_001.fastq.gz	35014	21674	61.9009539041526
PM1_15_01_S254_R1_001.fastq.gz	35413	24422	68.963375031768
PM1_15_04_S282_R1_001.fastq.gz	33908	23263	68.6062286186151
PM1_16_01_S276_R1_001.fastq.gz	43769	30250	69.1128424227193
PM1_16_02_S255_R1_001.fastq.gz	35467	23945	67.5134632193306
PM1_19_01_S256_R1_001.fastq.gz	39756	27232	68.4978368045075
PM1_19_03_S251_R1_001.fastq.gz	40288	26240	65.1310563939635
PM1_19_05_S277_R1_001.fastq.gz	33290	22158	66.5605286872935
PM1_22_02_S279_R1_001.fastq.gz	34473	24916	72.276854349781
PM1_27_02_S252_R1_001.fastq.gz	39442	27717	70.2728056386593
PM18_70_01_S149_R1_001.fastq.gz	30079	18672	62.0765317995944
PM19_40_02_S132_R1_001.fastq.gz	36390	28340	77.8785380599066
PM19_41_01_S163_R1_001.fastq.gz	44817	35274	78.7067407456992
PM19_49_02_S181_R1_001.fastq.gz	34854	26807	76.9122625810524
PM19_49_04_S179_R1_001.fastq.gz	112753	76829	68.1392069390615
PM19_69_11_S138_R1_001.fastq.gz	36105	28173	78.0307436643124
PM19_71_04_S44_R1_001.fastq.gz	29855	23905	80.0703399765533
PM2_52_01_S210_R1_001.fastq.gz	36265	24092	66.4332000551496
PM2_52_10_S236_R1_001.fastq.gz	40565	27627	68.1055096758289
PM2_52_16_S268_R1_001.fastq.gz	32993	23328	70.7059073136726
PM2_53_08_S285_R1_001.fastq.gz	37583	23725	63.1269456935317
PM2_54_01_S259_R1_001.fastq.gz	37340	25247	67.6138189608998
PM2_54_07_S203_R1_001.fastq.gz	40539	28680	70.7466883741582
PM2_56_01_S201_R1_001.fastq.gz	34624	17823	51.4758548983364
PM2_56_06_S199_R1_001.fastq.gz	33382	24096	72.1826133844587
PM2_60_01_S240_R1_001.fastq.gz	36517	28519	78.0978722238957
PM2_65_04_S235_R1_001.fastq.gz	40442	28868	71.3812373275308
PM2_70_02_S207_R1_001.fastq.gz	35685	25855	72.4534117976741
PM20_40_01_S29_R1_001.fastq.gz	47111	37280	79.1322621043918
PM20_52A_01_S41_R1_001.fastq.gz	39891	24695	61.9061943796846
PM20_53A_02_S23_R1_001.fastq.gz	38186	29105	76.2190331535118
PM20_55_01_S358_R1_001.fastq.gz	33266	25028	75.2359766728792
PM20_56_01_S348_R1_001.fastq.gz	34759	27680	79.634051612532
PM20_67_03_S49_R1_001.fastq.gz	36651	21089	57.5400398352023
PM20_69_01_S120_R1_001.fastq.gz	41755	33072	79.204885642438
PM20_70_01_S30_R1_001.fastq.gz	38729	27695	71.5097213974025
PM20_70_03_S17_R1_001.fastq.gz	33612	14326	42.6216827323575
PM21_49_02_S21_R1_001.fastq.gz	41807	30738	73.5235726074581
PM21_65_03_S45_R1_001.fastq.gz	36439	29508	80.9791706687889
PM21_69_02_S329_R1_001.fastq.gz	49784	38310	76.9524345171139
PM21_70_03_S362_R1_001.fastq.gz	33523	22633	67.5148405572294
PM21_70_06_S266_R1_001.fastq.gz	31536	19559	62.0211821410452
PM22_47_01_S258_R1_001.fastq.gz	34326	27027	78.7362349239643
PM22_53A_01_S134_R1_001.fastq.gz	34772	27977	80.458414816519
PM23_55_01_S42_R1_001.fastq.gz	49673	39941	80.4078674531436
PM23_56_02_S249_R1_001.fastq.gz	24107	9798	40.6437964076824
PM23_71_01_S25_R1_001.fastq.gz	36075	21822	60.4906444906445
PM24_65_05_S13_R1_001.fastq.gz	33606	24868	73.9986907099923
PM24_70_05_S360_R1_001.fastq.gz	35878	22109	61.6227214448966
PM24_70_06_S366_R1_001.fastq.gz	38510	21268	55.2272137107245
PM24_70_08_S340_R1_001.fastq.gz	38780	24486	63.1407942238267
PM24_70_11_S363_R1_001.fastq.gz	37333	26887	72.0193930302949
PM25_70_06_S342_R1_001.fastq.gz	38280	24520	64.0543364681296
PM25_70_08_S323_R1_001.fastq.gz	45026	29451	65.408874872296
PM25_70_10_S341_R1_001.fastq.gz	34100	23320	68.3870967741936
PM25_70_12_S344_R1_001.fastq.gz	41878	28547	68.1670566884761
PM25_70_13_S351_R1_001.fastq.gz	37887	28899	76.2768231847335
PM25_70_14_S359_R1_001.fastq.gz	33694	16448	48.8158129043747
PM25_70_15_S325_R1_001.fastq.gz	41226	28513	69.1626643380391
PM3_52_03_S209_R1_001.fastq.gz	37771	20179	53.4245849990734
PM3_53_01_S208_R1_001.fastq.gz	40980	30364	74.0946803318692
PM3_53_02_S269_R1_001.fastq.gz	39880	27995	70.1980942828485
PM3_53_06_S196_R1_001.fastq.gz	41153	30217	73.4259956746774
PM3_54_04_S218_R1_001.fastq.gz	36440	24748	67.9143798024149
PM4_49_02_S204_R1_001.fastq.gz	40287	29757	73.8625363020329
PM4_54A_02_S223_R1_001.fastq.gz	36799	27097	73.6351531291611
PM4_62_01_S230_R1_001.fastq.gz	38597	30059	77.8791097753711
PM4_65_01_S239_R1_001.fastq.gz	37697	28709	76.1572538928827
PM4_65_02_S100_R1_001.fastq.gz	40174	30554	76.0541643849256
PM4_71_01_S124_R1_001.fastq.gz	37578	30165	80.273032093246
PM5_65_06_S246_R1_001.fastq.gz	36835	28787	78.1512148771549
PM5_70_04_S270_R1_001.fastq.gz	37928	29473	77.7077620755115
PM6_70_05_S122_R1_001.fastq.gz	39455	30644	77.6682296286909
PM6_70_07_S110_R1_001.fastq.gz	38934	21803	55.9998972620332
PM8_49_02_S129_R1_001.fastq.gz	40700	34555	84.9017199017199
PN01_S2_R1_001.fastq.gz	27587	17540	63.5806720556784
PN02_S98_R1_001.fastq.gz	14374	7	0.0486990399332127
PN03_S194_R1_001.fastq.gz	19156	8572	44.748381708081
PN04_S290_R1_001.fastq.gz	21423	1796	8.38351304672548
SD10_08_01_S264_R1_001.fastq.gz	38216	25360	66.3596399413858
SD17_39_01_S47_R1_001.fastq.gz	37638	20374	54.1314628832563
SD17_40_02_S20_R1_001.fastq.gz	31102	12468	40.0874541830107
SD17_40_03_S32_R1_001.fastq.gz	47037	31490	66.9472968088951
SD18_35_01_S43_R1_001.fastq.gz	47559	31047	65.2810193654198
SD18_35_02_S12_R1_001.fastq.gz	13908	3428	24.6476847857348
SD18_40_02_S18_R1_001.fastq.gz	38098	26026	68.3132972859468
SD19_03_01_S11_R1_001.fastq.gz	41025	30236	73.7014015843998
SD19_03_02_S4_R1_001.fastq.gz	45170	35200	77.9278282045605
SD19_22_01_S27_R1_001.fastq.gz	36174	28699	79.3359871731078
SD19_24_01_S24_R1_001.fastq.gz	39510	30438	77.0387243735763
SD19_35_02_S5_R1_001.fastq.gz	41364	24246	58.6161879895561
SD19_39_02_S9_R1_001.fastq.gz	41535	22238	53.5403876248947
SD19_39_03_S16_R1_001.fastq.gz	37659	27129	72.0385565203537
SD19_39_04_S8_R1_001.fastq.gz	38136	13689	35.8952171176841
SD20_03_01_S15_R1_001.fastq.gz	42222	28852	68.3340438633887
SD20_08_01_S10_R1_001.fastq.gz	37684	23115	61.3390298269823
SD20_24_03_S57_R1_001.fastq.gz	35225	17113	48.5819730305181
SD20_24_04_S6_R1_001.fastq.gz	36458	27223	74.6694826924132
SD20_39_01_S46_R1_001.fastq.gz	40315	24991	61.989333994791
SD20_39_02_S38_R1_001.fastq.gz	68999	56375	81.7040826678648
SD20_39_03_S354_R1_001.fastq.gz	33898	26020	76.7596908372175
SD20_39_04_S343_R1_001.fastq.gz	35068	11815	33.6916847268165
SD20_39_05_S324_R1_001.fastq.gz	41230	18750	45.4765947125879
SD21_35_02_S349_R1_001.fastq.gz	45316	26081	57.5536234442581
SD21_39_03_S361_R1_001.fastq.gz	34381	10285	29.9147785113871
SD21_39_05_S68_R1_001.fastq.gz	44250	34660	78.3276836158192
SD22_19_02_S40_R1_001.fastq.gz	44969	31783	70.6775778869888
SD22_33A_01_S330_R1_001.fastq.gz	34224	27450	80.2068723702665
SD22_35_01_S321_R1_001.fastq.gz	84043	74051	88.1108480182764
SD25_16_01_S355_R1_001.fastq.gz	34834	12981	37.2653154963541
SD25_16_02_S346_R1_001.fastq.gz	34588	14485	41.8786862495663
SD25_22_06_S53_R1_001.fastq.gz	47411	16724	35.2745143532092
SD25_33A_01_S33_R1_001.fastq.gz	39800	23574	59.2311557788945
SD27_35_01_S339_R1_001.fastq.gz	30511	24066	78.8764707810298
SD4_27_05_S200_R1_001.fastq.gz	39380	31564	80.1523616048756
SD4_40_05_S231_R1_001.fastq.gz	33790	21346	63.1725362533294
SD6_27_01_S202_R1_001.fastq.gz	35656	28981	81.2794480592327
SD7_13_02_S219_R1_001.fastq.gz	46196	33328	72.1447744393454
SD7_26_02_S228_R1_001.fastq.gz	43055	36311	84.3363140169551
SD7_28_03_S241_R1_001.fastq.gz	32546	21774	66.9022306888711
SD7_28_04_S232_R1_001.fastq.gz	40205	33081	82.2808108444223
SD7_39_12_S272_R1_001.fastq.gz	40948	12326	30.1015922633584
SD8_24_01_S233_R1_001.fastq.gz	32946	15413	46.7826139743823
SD8_31A_01_S111_R1_001.fastq.gz	35560	26043	73.2367829021372
SD8_36_17_S140_R1_001.fastq.gz	36005	23465	65.1715039577836
SD8_36_21_S275_R1_001.fastq.gz	34510	22827	66.1460446247465
SD8_39_05_S245_R1_001.fastq.gz	40093	14081	35.1208440376126
W1_11_01_S262_R1_001.fastq.gz	35224	24180	68.6463774699069
W1_19_01_S182_R1_001.fastq.gz	35185	20006	56.8594571550377
W1_29_01_S206_R1_001.fastq.gz	38518	29011	75.318033127369
W1_30_01_S174_R1_001.fastq.gz	39463	28642	72.5793781516864
W10_05_03_S271_R1_001.fastq.gz	33065	26518	80.1996068350219
W10_16_02_S281_R1_001.fastq.gz	34959	17269	49.397866071684
W15_18_01_S238_R1_001.fastq.gz	36343	24057	66.194315273918
W16_22_01_S221_R1_001.fastq.gz	43989	20071	45.6273159198891
W17_18_01_S213_R1_001.fastq.gz	36678	24213	66.0150498936692
W19_10_01_S103_R1_001.fastq.gz	40869	32199	78.7858768259561
W19_17_01_S170_R1_001.fastq.gz	39384	30557	77.5873451147674
W19_17_03_S169_R1_001.fastq.gz	37770	28716	76.0285941223193
W19_17_04_S180_R1_001.fastq.gz	33823	25172	74.4227300949058
W19_17_06_S178_R1_001.fastq.gz	36433	27406	75.2230121044108
W19_19_01_S156_R1_001.fastq.gz	35681	27065	75.8526947114711
W19_22A_01_S171_R1_001.fastq.gz	43618	34347	78.7450135265257
W19_23A_01_S176_R1_001.fastq.gz	39397	29206	74.1325481635658
W19_24_01_S94_R1_001.fastq.gz	37831	26285	69.4800560386984
W19_24_02_S144_R1_001.fastq.gz	33031	23273	70.4580545548122
W19_29_01_S72_R1_001.fastq.gz	49882	38417	77.0157571869612
W19_29_02_S61_R1_001.fastq.gz	36946	29120	78.8177339901478
W19_29_03_S31_R1_001.fastq.gz	41162	31256	75.9341139886303
W19_30_01_S62_R1_001.fastq.gz	43699	31536	72.1664111306895
W19_32_02_S55_R1_001.fastq.gz	48268	35032	72.578105577194
W19_32_03_S51_R1_001.fastq.gz	47312	35603	75.251521812648
W19_33_01_S58_R1_001.fastq.gz	223359	175235	78.4544164327383
W19_36_01_S34_R1_001.fastq.gz	41148	32369	78.6648196753184
W2_19_01_S168_R1_001.fastq.gz	41951	26143	62.3179423613263
W2_28_02_S193_R1_001.fastq.gz	41611	30238	72.6682848285309
W2_33_01_S158_R1_001.fastq.gz	35185	24204	68.7906778456729
W20_05_03_S48_R1_001.fastq.gz	42456	33336	78.5189372526851
W20_05_05_S119_R1_001.fastq.gz	44511	35355	79.4298038687066
W20_05_06_S52_R1_001.fastq.gz	46954	35922	76.5046641393704
W20_05_08_S70_R1_001.fastq.gz	38296	29101	75.9896594944642
W20_05_11_S384_R1_001.fastq.gz	51325	39889	77.7184607890891
W20_09_01_S365_R1_001.fastq.gz	37704	29160	77.3392743475493
W20_09_04_S374_R1_001.fastq.gz	55563	42643	76.7471158864712
W20_15_01_S311_R1_001.fastq.gz	40706	31126	76.4653859381909
W20_15_02_S300_R1_001.fastq.gz	38294	30114	78.6389512717397
W20_15_04_S319_R1_001.fastq.gz	42300	31050	73.4042553191489
W20_17_01_S353_R1_001.fastq.gz	36077	28789	79.7987637553012
W20_18_01_S382_R1_001.fastq.gz	49736	37711	75.8223419655783
W20_18_02_S292_R1_001.fastq.gz	31758	24975	78.6416021160023
W20_29_01_S368_R1_001.fastq.gz	39490	31210	79.0326664978476
W20_29_04_S294_R1_001.fastq.gz	32309	25697	79.5351140549073
W20_40_01_S356_R1_001.fastq.gz	35166	27111	77.0943524995734
W21_01_03_S377_R1_001.fastq.gz	35498	28657	80.7284917460139
W21_01_04_S220_R1_001.fastq.gz	46104	37794	81.9755335762624
W21_05_05_S227_R1_001.fastq.gz	39784	31318	78.72008847778
W21_18_12_S371_R1_001.fastq.gz	34074	25235	74.0594001291307
W21_18_14_S217_R1_001.fastq.gz	33651	14291	42.4682773171674
W21_28_01_S297_R1_001.fastq.gz	36232	27701	76.4545153455509
W22_01_01_S380_R1_001.fastq.gz	38831	31015	79.871751950761
W22_02_01_S312_R1_001.fastq.gz	36303	27718	76.351816654271
W22_05_06_S296_R1_001.fastq.gz	31599	25342	80.1987404664705
W22_05_07_S142_R1_001.fastq.gz	37677	26948	71.5237412745176
W22_16_01_S372_R1_001.fastq.gz	38406	24826	64.6409415195542
W22_24_01_S306_R1_001.fastq.gz	33876	24605	72.632542212776
W22_24_02_S310_R1_001.fastq.gz	868	664	76.4976958525346
W22_25_01_S379_R1_001.fastq.gz	36030	28978	80.4274215931168
W24_24_02_S376_R1_001.fastq.gz	36035	28128	78.0574441515193
W26_05_02_S96_R1_001.fastq.gz	50824	32474	63.8950102313867
W5_12_02_S186_R1_001.fastq.gz	38267	29588	77.3198839731361
W5_13_01_S187_R1_001.fastq.gz	38637	30196	78.1530657142118
W5_18_02_S173_R1_001.fastq.gz	34003	26935	79.2135988001059
W6_08_02_S172_R1_001.fastq.gz	36581	28239	77.1958120335693
W6_11_03_S188_R1_001.fastq.gz	38837	29064	74.8358524087854
W6_13_03_S189_R1_001.fastq.gz	31793	20594	64.7752649954393
W6_24_01_S146_R1_001.fastq.gz	41208	26494	64.2933410988158
W6_36_07_S150_R1_001.fastq.gz	38350	30692	80.0312907431552
W6_40_02_S152_R1_001.fastq.gz	44971	32916	73.1938360276623
W7_09_01_S237_R1_001.fastq.gz	38866	27283	70.1976020171873
W8_18_02_S260_R1_001.fastq.gz	38078	18057	47.4210830400756
W8_18_07_S148_R1_001.fastq.gz	35915	11954	33.2841431156898
W8_18_09_S248_R1_001.fastq.gz	37882	15567	41.0933952800802
