#OTUID	ED17_28_02	ED18_01_01	ED18_10_01	ED18_13_01	ED18_13_03	ED19_10_09	ED19_10_10	ED19_10_11	ED19_10_12	ED19_19A_01	ED19_27B_03	ED19_35_01	ED2_28_03	ED20_10_10	ED20_10_14	ED20_16A_02	ED21_06_01	ED21_10_01	ED21_15A_01	ED21_15A_02	ED21_15A_03	ED21_33_01	ED22_05_01	ED22_25A_01	ED22_35_01	ED23_15A_01	ED24_04_01	ED24_05_01	ED25_15A_02	ED27_19B_06	ED3_21A_01	ED4_10_02	ED4_10_04	ED5_14_02	ED5_25A_02	ED6_06_03	ED6_13_07	ED6_13_12	ED6_13_13	ED8_06_02	ED8_15_01	ED8_25A_02	ED9_19A_01	HR1_03_01	HR1_16_04	HR1_22_01	HR17_09_01	HR17_09_02	HR17_24_01	HR17_28_01	HR17_32_02	HR17_32_03	HR18_05A_02	HR18_07_01	HR18_09_01	HR18_09_02	HR18_11_14	HR18_18_01	HR18_18_02	HR18_24_03	HR18_27_01	HR18_27_02	HR18_32_02	HR18_32_20	HR19_04_09	HR19_04_12	HR19_05A_01	HR19_07_01	HR19_07_02	HR19_07_03	HR19_07_12	HR19_07_13	HR19_07_15	HR19_08_01	HR19_18_02	HR19_22_01	HR19_23_01	HR19_24_05	HR19_24_06	HR19_24_08	HR19_25_02	HR19_27_07	HR19_27_08	HR19_27_09	HR19_32_01	HR19_32_02	HR19_32_04	HR19_32_16	HR19_32_18	HR19_32_19	HR19_34_08	HR19_35_01	HR20_31_02	HR20_33_02	HR20_33_12	HR20_36_03	HR21_07A_01	HR21_12_04	HR21_12_06	HR21_19A_01	HR22_07_02	HR22_07_03	HR22_07_05	HR22_09_01	HR22_21_02	HR22_24_01	HR22_27_01	HR22_33_01	HR25_27_02	HR3_07_06	HR3_07_11	HR3_19A_10	HR3_19A_12	HR3_21_01	HR3_23_03	NR1_22_05	NR1_43_01	NR18_01_03	NR18_02_01	NR18_14B_01	NR18_16_04	NR18_19_01	NR18_27_02	NR18_27_03	NR18_27_04	NR18_28_01	NR18_28_02	NR18_28_03	NR18_28_04	NR18_29_02	NR18_29_03	NR18_29_04	NR18_31_02	NR18_32_01	NR18_43_02	NR18_43_03	NR18_43_04	NR18_43_05	NR18_44_01	NR18_44_02	NR19_06_04	NR19_08_01	NR19_08_02	NR19_08_03	NR19_08_04	NR19_08_06	NR19_18_01	NR19_29_02	NR2_12_01	NR2_43_04	NR20_01_03	NR20_01_10	NR20_16_06	NR20_17B_02	NR20_19_03	NR20_24_04	NR20_25_01	NR20_30A_03	NR20_44_09	NR20_44_12	NR20_44_16	NR21_07A_01	NR21_16_03	NR21_24_01	NR21_27_06	NR22_01_02	NR22_22_02	NR22_23_01	NR22_24_01	NR23_17B_01	NR23_18_01	NR3_01_01	NR3_14B_04	NR3_20_01	NR3_29_07	NR7_22_03	PM1_04A_01	PM1_15_01	PM1_15_04	PM1_16_01	PM1_16_02	PM1_19_01	PM1_19_03	PM1_19_05	PM1_22_02	PM1_27_02	PM18_70_01	PM19_40_02	PM19_41_01	PM19_49_02	PM19_49_04	PM19_69_11	PM19_71_04	PM2_52_01	PM2_52_10	PM2_52_16	PM2_53_08	PM2_54_01	PM2_54_07	PM2_56_01	PM2_56_06	PM2_60_01	PM2_65_04	PM2_70_02	PM20_40_01	PM20_52A_01	PM20_53A_02	PM20_55_01	PM20_56_01	PM20_67_03	PM20_69_01	PM20_70_01	PM20_70_03	PM21_49_02	PM21_65_03	PM21_69_02	PM21_70_03	PM21_70_06	PM22_47_01	PM22_53A_01	PM23_55_01	PM23_56_02	PM23_71_01	PM24_65_05	PM24_70_05	PM24_70_06	PM24_70_08	PM24_70_11	PM25_70_06	PM25_70_08	PM25_70_10	PM25_70_12	PM25_70_13	PM25_70_14	PM25_70_15	PM3_52_03	PM3_53_01	PM3_53_02	PM3_53_06	PM3_54_04	PM4_49_02	PM4_54A_02	PM4_62_01	PM4_65_01	PM4_65_02	PM4_71_01	PM5_65_06	PM5_70_04	PM6_70_05	PM6_70_07	PM8_49_02	PN01	PN03	PN04	SD10_08_01	SD17_39_01	SD17_40_02	SD17_40_03	SD18_35_01	SD18_35_02	SD18_40_02	SD19_03_01	SD19_03_02	SD19_22_01	SD19_24_01	SD19_35_02	SD19_39_02	SD19_39_03	SD19_39_04	SD20_03_01	SD20_08_01	SD20_24_03	SD20_24_04	SD20_39_01	SD20_39_02	SD20_39_03	SD20_39_04	SD20_39_05	SD21_35_02	SD21_39_03	SD21_39_05	SD22_19_02	SD22_33A_01	SD22_35_01	SD25_16_01	SD25_16_02	SD25_22_06	SD25_33A_01	SD27_35_01	SD4_27_05	SD4_40_05	SD6_27_01	SD7_13_02	SD7_26_02	SD7_28_03	SD7_28_04	SD7_39_12	SD8_24_01	SD8_31A_01	SD8_36_17	SD8_36_21	SD8_39_05	W1_11_01	W1_19_01	W1_29_01	W1_30_01	W10_05_03	W10_16_02	W15_18_01	W16_22_01	W17_18_01	W19_10_01	W19_17_01	W19_17_03	W19_17_04	W19_17_06	W19_19_01	W19_22A_01	W19_23A_01	W19_24_01	W19_24_02	W19_29_01	W19_29_02	W19_29_03	W19_30_01	W19_32_02	W19_32_03	W19_33_01	W19_36_01	W2_19_01	W2_28_02	W2_33_01	W20_05_03	W20_05_05	W20_05_06	W20_05_08	W20_05_11	W20_09_01	W20_09_04	W20_15_01	W20_15_02	W20_15_04	W20_17_01	W20_18_01	W20_18_02	W20_29_01	W20_29_04	W20_40_01	W21_01_03	W21_01_04	W21_05_05	W21_18_12	W21_18_14	W21_28_01	W22_01_01	W22_02_01	W22_05_06	W22_05_07	W22_16_01	W22_24_01	W22_24_02	W22_25_01	W24_24_02	W26_05_02	W5_12_02	W5_13_01	W5_18_02	W6_08_02	W6_11_03	W6_13_03	W6_24_01	W6_36_07	W6_40_02	W7_09_01	W8_18_02	W8_18_07	W8_18_09	W8_22A_01	W9_10_01	W9_12_01	W9_17_02	W9_17_03
ASV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	4387	1479	3741	3089	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1010	55	0	0	0	0	0	0	0	0	223	166	0	0	0	0	299	0	4850	848	236	602	0	0	0	0	0	56	0	0	0	0	0	7894	0	0	89	0	0	0	0	0	324	210	0	0	215	0	816	0	0	39	170	4449	4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	110	0	0	417	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	274	0	0	0	0	0	0	0	0	3519	900	0	0	4347	1421	2	4590	0	0	1164	0	15	4777	0	0	0	0	3224	55	278	0	149	760	227	453	457	403	0	1470	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	151	0	714	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	10017	0	0	0	0	9295	1320	0	0	0	0	0	0	0	0	0	2440	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	1244	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1678	0	0	7	0	0	1488	3503	0	0	12	217	11622	9225	0	0	0	0	88	3308	1729	0	0	0	8	0	0	0	845	580	0	0	0	0	110	0	1777	0	0	0
ASV12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15540	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14384	0	0	0	17235	11404	5085	0	994	95	10617	0	780	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	41	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	6720	0	202	1313	230	3537	46	0	1367	4255	0	0	8090	0	0	0	0	0	0	0	7432	451	0	9497	291	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2352	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1169	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13	632	0	0	0	45	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	3579	0	3453	303	815	50	0	0	2725	4161	3893	941	0	246	179	720	0	39	0	0	0	0	0	0	0	0	64	0	8	76	0	0	0	230	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	86	1092	3	45	0	0	146	321	37	41	245	0	0	101	415	575	3179	4966	0	62	123	0	0	0	0	0	0	0	165	0	0	42	0	113	226	0	0	0	0	0	0	0	140	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	3071	0	1201	6579	1114	5359	799	882	367	1726	125	271	188	0	0	0	0	0	0	2560	2406	4817	2061	4919	6075	2558	3241	56	1102	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3012	2604	5355	5672	4957	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	473	0	43	0	0	0	0	1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	2106	1956	0	21	0	0	5840	220	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	686	0	0	40	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	21	0
ASV14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	2872	0	6316	2104	5285	2197	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	112	0	0	0	0	0	23	0	0	242	0	0	0	0	0	145	0	2927	125	61	263	0	0	0	0	0	0	0	0	0	0	0	3344	21	0	0	0	0	15	0	0	164	175	0	0	266	0	0	0	0	0	50	3262	2722	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	396	0	0	0	361	0	99	602	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6403	506	0	0	4431	1112	0	3477	0	0	295	0	0	2027	0	0	0	0	8520	95	154	0	0	244	0	338	170	0	0	0	95	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	8698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	17	126	3564	186	0	0	23	1965	814	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	41	764	0	0	0	0	0	0	0	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	2641	0	0	0	0	0	2398	6855	0	0	0	318	166	5392	0	0	0	0	84	2340	1604	0	0	0	0	0	30	0	0	607	46	0	0	0	0	0	3099	0	0	0
ASV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2369	29	2684	0	660	17	0	0	1070	4366	4281	78	0	25	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	81	0	0	0	0	0	936	0	0	9	0	0	0	11	0	212	0	0	0	467	425	2976	5138	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	100	0	0	25	0	53	0	0	0	0	0	0	0	0	0	0	0	2441	0	390	1493	4133	6069	3277	187	51	132	0	281	0	0	0	0	0	0	0	3728	4570	4483	2012	4854	5103	2560	3233	34	1096	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3375	2447	4818	5690	4803	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1779	0	0	0	0	1932	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16	0	26	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4510	78	4380	7828	236	0	47	0	0	0	0	1358	44	0	5195	6297	0	32	0	0	0	0	74	9	0	206	0	11	0	1243	1385	3325	0	8	0	0	7897	7651	6638	1949	4506	8846	12	0	0	0	405	0	0	0	0	1560	0	0	0	0	0	0	69	0	0	0	0	7	0	9	1762	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	8	0	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	0	0	125	16	0	12	0	0	0	0	9	1999	0	0	0	2690	0	0	31	0	632	0	0	50	0	484	1995	5810	0	1088	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	13	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1659	0	0	0	0	0	0	0	0	0	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1080	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV17	0	52	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3979	217	4184	4883	265	24	85	0	0	0	0	1811	181	0	2384	4098	0	17	12	0	0	0	67	0	0	143	0	0	0	1566	1083	3366	0	0	0	0	2026	2872	4625	1888	3688	1859	0	0	0	0	301	0	0	0	0	4583	0	0	0	0	0	0	68	0	0	0	0	0	0	0	1002	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	79	37	0	0	0	0	0	0	0	1003	0	0	0	6152	0	0	0	45	676	77	0	135	7	1647	2019	7249	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	3	0	0	0	0	2780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	38	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	5237	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	209	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	49437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	48	540	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	744	0	0	40	0	0	20173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1485	0	0	0	0	0	0	0	0	0	0	0	0	8913	17023	1694	11166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	222	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6129	0	0	0	0	14	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	32	0	265	6737	63	24	0	0	0	0	0	0	9	0	17	93	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17408	0	1771	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	401	0	0	12	0	0	112	0	0	0	0	129	1321	11	17	0	40	5466	39	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	21	0	34	7	0	0	344	0	0	6	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	3578	0	0	0	0	0	1045	0	0	0	0	32	0	5	2875	1700	21	0	34	0	0	48	1239	255	749	349	871	1341	897	115	28	109	4580	0	0	0	3	12	717	16	0	121	0	0	1129	3	305	5513	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	2	20	91	54	2	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	578	0	0	0	0	0	0	0	0	0	0	850	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	170	0	0	0	0	0	639	0	0
ASV21	0	187	0	0	0	0	0	0	0	9071	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	711	0	0	0	0	0	1511	0	0	0	0	0	0	0	0	547	0	0	0	84	0	112	575	6932	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3114	0	3537	531	320	41	0	0	0	0	0	454	0	44	0	0	0	0	0	6031	0	0	60	0	0	0	687	0	0	123	9127	3423	0	0	46	860	0	0	0	115	25	0	0	0	0	211	0	13	163	261	26	0	0	9294	84	0	986	1694	0	651	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	25	0	73	0	60	0
ASV22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	463	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	32351	20626	0	0	0	223	0	157	0	0	132	337	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ASV23	0	0	165	0	0	689	2002	380	341	0	0	0	0	783	0	2057	2367	719	8540	4712	4226	0	2149	3717	3794	4518	0	0	182	0	0	0	1386	2336	853	0	811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3321	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
