#OTUID	ED17_28_01	ED19_10_08	ED19_11_03	ED19_33_01	ED2_16_01	ED20_10_15	ED20_33_06	ED20_33_07	ED20_33_08	ED20_35_01	ED21_05_02	ED21_07_01	ED21_09_01	ED21_28A_01	ED22_12_02	ED5_10_06	ED6_01_01	ED6_02_02	ED6_09_02	ED6_10_01	ED6_13_10	ED6_13_14	ED6_13_17	ED6_13_24	ED6_15_01	ED6_19A_03	ED6_22A_02	ED6_22A_03	ED6_22A_05	ED6_28A_03	ED6_28A_08	ED6_31_07	ED7_01_05	ED7_06_04	ED7_13_04	ED7_13_07	ED7_24A_01	ED7_27A_02	ED7_29_01	ED7_31_02	ED7_32_04	ED8_01_04	ED8_13_06	ED8_17_02	ED8_19A_11	ED8_22B_01	ED8_22B_02	ED8_26A_01	ED8_28A_01	ED8_32_02	ED9_19A_07	HR1_14_02	HR1_14A_03	HR1_23_03	HR1_29_02	HR1_34_01	HR15_36_01	HR16_34_01	HR17_07A_01	HR18_01_03	HR18_23_06	HR18_24_04	HR18_32_13	HR18_32_16	HR18_32_18	HR19_04_08	HR19_04_10	HR19_07_11	HR19_23_02	HR19_25_03	HR19_27_06	HR19_27_10	HR19_31_04	HR19_32_05	HR19_32_08	HR19_32_09	HR19_32_12	HR19_32_14	HR19_32_20	HR19_34_01	HR19_34_02	HR19_34_03	HR19_34_04	HR19_34_05	HR19_34_06	HR19_36_01	HR20_04_04	HR20_22_01	HR20_33_05	HR20_33_08	HR20_33_10	HR23_18_01	HR24_18_13	HR3_23_04	HR3_32_07	HR6_12C_03	HR6_23_02	HR6_24_01	HR6_24_05	HR6_28_02	HR6_28_05	HR6_36_01	HR6_36_03	HR6_36_03A	HR7_04_02	HR7_05A_01	HR7_07A_06	HR7_12C_04	HR7_23_02	HR7_28_01	HR7_28_05	HR7_31_01	HR7_36_01	HR8_07A_01	HR8_07A_02	HR8_23_01	HR8_27_01	HR8_27_04	HR8_28_09	HR8_33_01	HR8_36_02	HR8_36_07	NR1_43_05	NR14_09A_01	NR16_43_01	NR18_01_02	NR18_01_04	NR18_07A_01	NR18_16_03	NR19_08_05	NR20_01_06	NR20_01_14	NR20_02_01	NR20_02_02	NR20_08_05	NR20_19_02	NR20_19_06	NR20_24_03	NR20_24_06	NR20_25_04	NR20_29_09	NR21_19_01	NR21_29_01	NR21_44_02	NR22_22_01	NR22_29_04	NR23_22_01	NR23_25_01	NR25_29_01	NR3_16_08	NR3_24_01	NR3_29_06	NR3_32_02	NR3_43_02	NR3_43_07	NR6_01_02	NR6_08A_01	NR6_22_01	NR6_22_02	NR6_24_01	NR6_25_02	NR6_25_03	NR6_43_01	NR6_43_02	NR6_43_03	NR7_04A_03	NR7_07A_01	NR7_08A_01	NR7_08A_10	NR7_14A_02	NR7_27_02	NR7_27_03	NR7_27_06	NR7_29_05	NR7_29_06	NR8_05A_02	NR8_06_02	NR8_06A_01	NR8_09_02	NR8_09_03	NR8_10_01	NR8_10_03	NR8_19_01	NR8_20_03	PM1_15_03	PM12_52_01	PM14_54A_01	PM15_44_01	PM17_49_01	PM17_49_02	PM17_72A_01	PM18_49_01	PM19_47_01	PM19_52_01	PM19_68_01	PM19_70_01	PM19_70_02	PM19_71_01	PM19_71_03	PM2_47_01	PM2_51_05	PM2_51_09	PM2_61_03	PM20_55_03	PM21_69_01	PM22_67_04	PM25_70_01	PM5_55_03	PM5_65_04	PM5_70_01	PM6_44_01	PM6_46_01	PM6_46_02	PM6_46_04	PM6_46_05	PM6_47_01	PM6_54A_01	PM6_55_02	PM6_61_01	PM6_62_02	PM6_63_01	PM6_63_03	PM6_70_02	PM6_70_08	PM6_70_09	PM7_46_02	PM7_48_02	PM7_55_01	PM7_71_01	PM7_71_03	PM8_43_01	PM8_46_01	PM8_46_02	PM8_51A_01	PM8_52A_01	PM8_53_01	PM8_53_02	PM8_59_01	PM8_62_02	PM8_64_02	PM8_72A_01	PN09	PN10	PN11	PN12	SD10_13_01	SD10_39_02	SD18_27_02	SD18_39_15	SD21_31A_01	SD21_39_07	SD22_03_02	SD23_50_01	SD24_27_01	SD24_39_01	SD26_40_06	SD3_39_05	SD3_40_02	SD6_03_10	SD6_24_02	SD6_26_11	SD6_26_15	SD6_36_10	SD6_36_12	SD6_37_07	SD6_37_09	SD6_37_11	SD6_40_01	SD7_03_02	SD7_24_02	SD7_26_05	SD7_28_02	SD7_33A_01	SD7_37_08	SD7_39_06	SD7_39_15	SD7_40_04	SD8_24_04	SD8_24_05	SD8_26_02	SD8_29_04	SD8_29_09	SD8_36_16	SD8_39_03	SD8_40_04	SD8_40_06	SD8_40_09	SD9_09_05	SD9_09_06	SD9_28_02	SD9_39_03	W10_05_02	W10_18_02	W10_18_03	W10_23A_01	W10_31_01	W13_18_01	W13_18_03	W13_36_01	W14_12_01	W14_20_02	W14_29_03	W14_30_01	W14_30_02	W14_32_01	W14_32_02	W15_28_01	W18_08_02	W18_08_04	W18_17_01	W18_29_04	W19_10_03	W19_13_02	W19_17_02	W19_22A_02	W19_24_01	W19_33_02	W20_09_06	W20_14_01	W20_18_04	W20_18_07	W21_01_07	W21_05_06	W21_13_02	W21_18_08	W22_05_10	W22_05_12	W22_09_01	W22_15_02	W22_17_01	W22_33_01	W23_01_01	W23_12_01	W23_18_02	W23_35_02	W26_05_03	W3_25_01	W4_21_01	W4_31_01	W4_36_02	W6_13_04	W6_17_02	W6_18_02	W6_18_03	W6_18_05	W7_08_02	W7_12_01	W7_16_01	W7_18_02	W7_24_01	W7_24_04	W7_25_01	W7_32_01	W7_35_01	W8_01_01	W8_01_03	W8_08_01	W8_09_01	W8_11_01	W8_11_02	W8_16_02	W8_17_03	W8_25_04	W8_33_01	W8_35_02	W9_01_02	W9_08_02	W9_10_04	W9_11_04	W9_12_03	W9_19_02	W9_33_01	W9_33_02	W9_36_01	W9_40_01
ASV11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	36	0	0	614	0	2904	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6966	0	20058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18330	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6799	20267	0	14683	0	0	0	8177	0	0	0	0	0	0	0	0	0	0	129	0	35	0	6	0	0	0	0	0	0	0	0	0	131	0	0	111	0	0	0	0	0	0	0	0	0	35	128	0	0	0	0	0	0	0	0	0	0	0	0	17062	0	0	0	0	0	0	0	0	140	19025	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3041	0	0	0	2359	3220	4484	1753	4289	2788	77	0	3601	518	4237	0	0	0	0	0	0	3252	4485	48	69	356	4622	0	3259	5409	0	258	1124	0	56	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	5694	158	0	0	0	0	0	109	1099	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	18	475	0	0	0	0	0	0	0	0	0	0	25	0	13	0	0	0	0	0	0	1673	0	0	0	0	0	0	0	6148	0	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	103	0	0	0	0	0	598	7797	3655	1693	0	0	0	5966	0	479	0	0	0	23	0	0	60	0	0	0	0	0	0	0	0	0	0	64	0	493	0	0	193	0	0	0	0	0	64	0	4158	0	0	463	0	0	0	907	0	0	0	0	0	16	0	0	0	0	9	0	4243	334	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1454	0	3360	23	0	17	0	0	58	0	4168	645	67	208	0	830	296	0	0	0	0	315	0	0	142	0	379	0	1224	0	124	37	4462	91	1361	0	2969	0	0	0	0	2067	49	0	3893	0	0	0	0	0	19	0	44	0
ASV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	402	1405	0	0	0	66	0	28	0	0	0	0	0	0	3262	0	384	15	0	0	577	0	2670	12	17	13	83	0	0	13	0	16	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	305	47	0	0	0	0	139	0	10200	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	161	10785	0	0	0	118	0	0	0	256	88	0	0	39	0	13	0	0	0	281	0	26855	0	0	16	3057	0	0	19001	567	95	9437	16708	0	0	210	18047	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	522	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	48	0	0	0	49	34	0	0	0	0	0	0	8	0	102	10	0	0	37	0	0	0	79	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	271	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	16	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	130	1244	0	0	0	0	0	44	0	0	0	0	0	0
ASV14	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	8	0	5	4339	155	27	31	24	8	9	9	0	0	0	0	0	0	0	0	3	2451	5450	5	13	1457	13	0	0	2810	54	0	0	15	0	0	0	0	0	0	0	160	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	11	0	0	0	7	0	18	0	5	0	0	62	0	0	0	36	0	0	0	0	42	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	160	0	160	0	0	0	117	0	0	0	0	0	0	0	11610	17	0	0	0	0	0	0	0	0	2267	4386	9441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	34597	0	0	85	1354	0	7	2416	28290	23	13	39	0	0	97	75	20	0	0	0	1122	5632	255	0	0	26	5	0	0	0	2	119	43	0	11	120	0	0	0	0	0	0	0	0	22	0	0	306	0	0	0	0	0	0	0	0	6	0	0	9	762	7	45	0	0	0	1666	0	0	0	24	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	22	0	0	0	0	0	0	103	132	0	0	5	0	0	0	0	52	0	0	17	36	10	0	23	0	0	0	0	0	0	0	0	0	0
ASV15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	1453	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1492	0	0	0	34	0	1823	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	221	499	0	1290	1110	3092	2063	4369	584	178	3520	608	882	3161	1874	0	2642	3666	4404	955	1578	5307	3844	0	4042	3600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	36	0	0	310	0	914	0	0	0	0	0	3	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	630	0	0	0	0	0	0	14	0	0	0	0	334	5491	3774	5632	1748	0	643	0	67	347	4738	4548	0	0	0	1216	0	0	0	51	2720	4077	0	0	471	147	0	0	0	0	0	0	0	0	0	0	0	420	0	0	9	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	146	0	0	5	93	11	0	120	23	0	0	0	0	0	0	123	11	0	0	0	948	20	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	35	0	0	172	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	71	38	0	0	0	0	98	0	105	0	0	7	0	32	0	0	161	858	0	31	0	8	0	21	0	0	4181	0	0	0	3688	1169	121	0	0	0	6197	0	0	910	0	393	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	504	3319	0	0	81	124	0	0	0	0	0	64	0	0	0	0	57	0	8117	0	17381	34343	0	404	0	52	10	0	4	0	0	4593	27	0	0	20	0	0	0	0	0	0	0	7	90	0
ASV17	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	218	17	0	752	0	0	0	0	0	53	0	0	0	139	0	0	0	331	0	230	0	0	0	0	0	188	0	0	0	0	0	0	5187	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	59	17	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	2	23	13	0	0	0	0	2	33	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	27	24	0	0	0	0	0	0	0	0	0	0	0	38	0	0	28626	0	0	0	0	0	0	866	104	0	0	50	0	0	0	0	1314	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	28	0	0	180	0	965	277	22	66	0	110	95	0	0	16656	0	2	7	374	70	0	26266	0	0	195	0	68	0	0	0	0	22	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	58	0	0	0	47	0	0	0	20	18	0	0	0	23	0	8	29	0	3	0	0	3153	0	31	15	35	25
ASV18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5908	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3716	596	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9416	1869	7025	8380	6603	7760	4573	4846	7196	8128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV19	0	18	0	0	78	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	2964	70	26	0	63	0	11	0	2058	12511	5352	5097	0	0	252	0	0	0	0	33	6155	6423	5387	234	82	7588	0	0	0	0	0	0	0	0	137	0	14	0	0	446	1115	5579	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	9084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1003	8	0	0	0	348	0	0	18	0	0	108	0	0	0	0	114	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	52	958	0	0	0	0	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	1007	0	0	0	15	0	0	0	0	0	0	0	20	0	48	0	11	0	0	0	0	0	0	0	1869	17	90	0	0	0	0	0	0	0	0	9	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	34	1050	0	0	0	0	0	0	0	36	10	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV20	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	801	15	17	18	23	160	30	0	0	0	0	222	36	0	0	166	13	48	0	0	16	60	7	60	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	10	379	0	0	6674	185	0	79	170	0	0	0	0	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	31	0	42	14	40	0	0	0	0	7	0	0	96	62	32	83	161	53	0	0	95	0	0	0	21	0	13521	259	445	21	6	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21341	40	53	7	30	0	0	386	0	0	148	182	62	0	0	92	15	84	0	0	0	0	0	1630	5698	2061	0	0	807	0	0	2508	37	10129	0	0	0	63	11	0	0	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	0	59	0	37	0	59	0	125	78	203	27	215	0	1864	171	0	80	119	10	7	0	98	0	0	2	0	0	33	0	0	32	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	14	0	51	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	77	15	1835	330	0	0	0	0	0	82	0	50	0	0	0	0	0	205	0	6	0	0	8	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	60	524	0	0
ASV21	0	0	0	0	1287	93	0	0	0	0	0	4912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	125	1712	0	428	0	0	7007	0	0	491	0	154	581	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4536	0	177	0	26	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3086	0	39	5170	5701	681	7830	3059	7	194	0	1751	0	14	0	1039	7227	9744	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	3498	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27546	0	0	0	0	0	0	0	19702	17131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	97	0	0	0	0	0	0	0	0	0	0	81	0	0	99	0	0	0	168	0	0	0	0	0	51	0	0	80	57	0	0	0	0	14043	22878	0	0	0	0	0	0	0	0	872	0	0	19	23	7	807	0	0	17	102	22	0	0	0	0	0	0	0	9	0	0	0	0	0	409	0	0	0	3	0	0	0	5	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	9	0	18	0	0	0	0	0	0	0	0	0	0	0	0	122	0	150	43	0	0	0	0	0	0	18	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	13	19	50	0	0	156	0	9	17	138	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6392	0	11	0	0	0	0	0	497	0	0	0	0	0	22	0	154	0	24	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	2718	0	24	0	18	167	0	0	0	0	0	0	0	0	0	0	204	0	0	92	12	0	0	0	0	0	191	0	0	77	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	1639	0	1305	1587	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7	6420	661	0	0	99	0	0	0	30	0	135	0	0	0	0	0	0	0	24	666	0	0
ASV24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	1430	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	411	0	0	0	0	0	1162	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	89	87	282	0	1717	1262	941	1376	2376	600	100	2151	129	720	1634	1976	0	2146	3499	317	541	1993	3265	2884	0	1935	3613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	66	0	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	0	122	1689	2446	2303	2284	0	132	0	0	312	1588	1882	0	0	0	217	41	0	0	0	1135	1189	0	0	0	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
